node,x,y
823,0.0238660332,-0.0289567765
824,0.394347876,-0.0279599223
825,0.389993429,-0.0287981816
826,0.398511589,-0.0277564321
827,0.0730794147,-0.0288556013
828,0.340177834,-0.0288552027
829,0.401728481,-0.0267853197
830,0.0680939034,-0.0291322581
831,0.335265458,-0.0288431887
832,0.38531667,-0.0295376461
833,0.0780029297,-0.0286809467
834,0.280754447,-0.0282202549
835,0.0529509969,-0.0301542077
836,0.345156878,-0.0289922971
837,0.27580002,-0.0281435233
838,0.0477161817,-0.0304803196
839,0.122494511,-0.0279624164
840,0.0297239795,-0.0310598183
841,0.285697669,-0.0282978918
842,0.117545202,-0.0279944446
843,0.127412677,-0.0279225111
844,0.0878843218,-0.0284132455
845,0.380242288,-0.0299322698
846,0.0630893558,-0.0294590741
847,0.0829294249,-0.0285511501
848,0.162038341,-0.0279107876
849,0.157081351,-0.0278768055
850,0.320451707,-0.0287280772
851,0.216482311,-0.0279893037
852,0.221427098,-0.0280390866
853,0.32544291,-0.0288342107
854,0.211515099,-0.0279414207
855,0.166972682,-0.0279414766
856,0.0928095654,-0.0283174664
857,0.226372495,-0.0280826855
858,0.152122691,-0.0278468765
859,0.13729164,-0.0278461203
860,0.132337317,-0.0278814994
861,0.206538528,-0.0279071406
862,0.40953052,-0.0318070911
863,0.171911001,-0.0279616937
864,0.201570064,-0.027889125
865,0.330382794,-0.0288790986
866,0.112606719,-0.0280247126
867,0.147171855,-0.0278262626
868,0.142223954,-0.027825173
869,0.270849317,-0.0280722938
870,0.265891552,-0.0280219633
871,0.231315374,-0.0281070974
872,0.260945737,-0.0280019846
873,0.196611613,-0.0278942063
874,0.0580335446,-0.0298163891
875,0.255994111,-0.0280124433
876,0.17684643,-0.0279670469
877,0.290645361,-0.0283724908
878,0.315435588,-0.0286320578
879,0.236246973,-0.0281089991
880,0.251043409,-0.0280378405
881,0.191660658,-0.0279161595
882,0.246096238,-0.0280666146
883,0.425519735,-0.0347282663
884,0.241161302,-0.0280919783
885,0.181774631,-0.0279602669
886,0.186705634,-0.0279430132
887,0.350128084,-0.0292289406
888,0.364870876,-0.0299483743
889,0.0977442339,-0.0282279029
890,0.107662149,-0.0280725192
891,0.310450256,-0.0285549797
892,0.359966934,-0.0297846533
893,0.295597911,-0.028435884
894,0.102698721,-0.0281437635
895,0.305497468,-0.0285142232
896,0.300546527,-0.0284900926
897,0.35507217,-0.0295328926
898,0.0423305146,-0.0309950598
899,0.369894892,-0.0300774705
900,0.375047237,-0.030097967
901,0.0367608182,-0.0325001478
902,0.433643162,-0.0363048278
903,0.451082468,-0.0373341814
904,0.00239240006,-0.0502903946
905,0.452283591,-0.0651583746
906,0.39529103,-0.031879887
907,0.0736416504,-0.0338783562
