source_table,event_index,visualization_label,physical_element,source_storage_ip,previous_global_frame,current_global_frame,previous_kstep,previous_kinc,current_kstep,current_kinc,previous_phase_after_u1,current_phase_after_u1,phase_drop,prior_category,diagnostic_category
sdv15_unresolved_event_mapping,118,84151,16447,4,195,196,     2,   136,     2,   138,0.9452792920369163,0.9773442127147689,-0.032064920677852604,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,120,84140,16436,3,189,190,     2,   128,     2,   129,0.9966594065643202,0.9976379677639998,-0.0009785611996796506,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,121,84704,17000,2,196,197,     2,   138,     2,   139,0.7207920432183968,0.7551470506019694,-0.034355007383572556,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,122,84677,16973,1,198,199,     2,   140,     2,   142,1.0030929908262252,1.0038449721455909,-0.0007519813193657132,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,123,84708,17004,2,198,199,     2,   140,     2,   142,0.6247890279250298,0.6932585210828012,-0.0684694931577714,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,124,84144,16440,4,189,190,     2,   128,     2,   129,0.9649732886312059,0.9778022375365847,-0.012828948905378779,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,125,84147,16443,4,191,192,     2,   130,     2,   132,0.9266031041967706,0.9653604174054443,-0.038757313208673705,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,126,84134,16430,4,186,187,     2,   123,     2,   125,0.9979723902042928,0.998348590727915,-0.00037620052362219436,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,127,84709,17005,2,199,200,     2,   142,     2,   144,0.6523650505871096,0.7226716855867167,-0.0703066349996071,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,128,84134,16430,3,186,187,     2,   123,     2,   125,0.997913910899693,0.998267756492961,-0.00035384559326800957,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,129,84150,16446,3,193,194,     2,   133,     2,   135,0.8834894473949251,0.934997622154607,-0.051508174759681946,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,130,84146,16442,4,192,193,     2,   132,     2,   133,0.9815570293988346,0.9892424440390815,-0.007685414640246857,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,131,84700,16996,2,196,197,     2,   138,     2,   139,0.8833917638463613,0.9109390951128686,-0.027547331266507324,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,132,84706,17002,2,198,199,     2,   140,     2,   142,0.7064196237772759,0.7767900089703746,-0.0703703851930988,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,133,84711,17007,1,199,200,     2,   142,     2,   144,0.5964654513357677,0.664142460663403,-0.06767700932763532,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,134,84149,16445,4,192,193,     2,   132,     2,   133,0.9118381440183869,0.9353506406256619,-0.023512496607274946,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,135,84677,16973,1,199,200,     2,   142,     2,   144,1.0038449721455909,1.00459069721672,-0.000745725071129133,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,136,84132,16428,4,181,182,     2,   116,     2,   117,0.9946167090056188,0.9961112362254281,-0.0014945272198092496,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,137,84135,16431,3,183,184,     2,   119,     2,   121,0.9913302545205659,0.9963694005871137,-0.005039146066547762,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,138,84143,16439,3,191,192,     2,   130,     2,   132,0.9905232917811226,0.9966971433329944,-0.0061738515518717785,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,139,84133,16429,3,186,187,     2,   123,     2,   125,0.9980913178470812,0.9984682833617912,-0.0003769655147100037,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,140,84148,16444,4,193,194,     2,   133,     2,   135,0.9603679787746688,0.985076076193119,-0.024708097418450148,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,141,84139,16435,3,186,187,     2,   123,     2,   125,0.9787281026215302,0.9925618669258806,-0.013833764304350349,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,142,84133,16429,3,182,183,     2,   117,     2,   119,0.9943031511427882,0.9969556446139752,-0.002652493471187012,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,143,84705,17001,1,196,197,     2,   138,     2,   139,0.7030251892206714,0.7373320468311146,-0.034306857610443275,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,144,84709,17005,1,198,199,     2,   140,     2,   142,0.6082327507812499,0.6758622169324539,-0.06762946615120391,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,147,84138,16434,4,185,186,     2,   122,     2,   123,0.9887798614019101,0.9932510423428742,-0.0044711809409641035,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,149,84709,17005,1,199,200,     2,   142,     2,   144,0.6758622169324539,0.7467624056133928,-0.07090018868093895,insufficient_output_evidence,sdv15_completed_increment_monotone
sdv15_unresolved_event_mapping,150,84706,17002,1,198,199,     2,   140,     2,   142,0.7306661390586406,0.8007306577460642,-0.07006451868742358,insufficient_output_evidence,sdv15_completed_increment_monotone
