node,x,y,active_lower_bound,d_lower_bound,d_F0,d_F1,d_F2,d_F3,F3_minus_F1,F3_minus_lower_bound
175,-0.35,-0.475,False,2.0310504643173363e-05,2.8125158869873965e-05,2.812515886987396e-05,2.8190095439007025e-05,2.8190098330413767e-05,6.493946053980605e-08,7.879593687240404e-06
176,-0.3375,-0.475,False,4.5210518019570404e-05,4.610010001017971e-05,4.610010001017971e-05,4.617272024406693e-05,4.617272244511652e-05,7.262243493680554e-08,9.622044255461136e-07
178,-0.3125,-0.475,False,7.98928011020564e-05,9.877170902931278e-05,9.877170902931278e-05,0.00010029289300503645,0.00010029289326315926,1.5211842338464822e-06,2.0400092161102867e-05
179,-0.3,-0.475,False,0.00013393313613256337,0.0001474541233675686,0.0001474541233675686,0.00014889672008330175,0.00014889672036549884,1.4425969979302484e-06,1.4963584232935466e-05
181,-0.275,-0.475,False,0.00023876874475492016,0.0002622269838900271,0.00026222698389002713,0.0002662748353599383,0.0002662748353645051,4.047851474477972e-06,2.7506090609584943e-05
182,-0.2625,-0.475,False,0.00030823873190221403,0.0003356870459258744,0.00033568704592587447,0.0003405525761703992,0.00034055257617544084,4.8655302495663705e-06,3.231384427322681e-05
184,-0.2375,-0.475,False,0.0005207810748417066,0.000532215206439742,0.0005322152064397421,0.0005368871407417299,0.0005368871407417739,4.671934302031828e-06,1.6106065900067302e-05
185,-0.22499999999999998,-0.475,False,0.0005899204250950703,0.0006457638897047357,0.0006457638897047357,0.0006545044330729078,0.0006545044330729592,8.74054336822349e-06,6.458400797788887e-05
188,-0.1875,-0.475,False,0.0010179747713159085,0.0010987802912957936,0.0010987802912957936,0.0011163716198149853,0.0011163716198149853,1.759132851919163e-05,9.839684849907672e-05
191,-0.15000000000000002,-0.475,False,0.0016378142131400083,0.001742823167319553,0.001742823167319553,0.0017616443505774977,0.0017616443505774982,1.882118325794509e-05,0.0001238301374374899
192,-0.1375,-0.475,False,0.001963563216016923,0.0020035019684268565,0.0020035019684268565,0.002015391107219439,0.002015391107219439,1.1889138792582632e-05,5.182789120251625e-05
194,-0.11249999999999999,-0.475,False,0.0024667252186440724,0.0025512252535930214,0.0025512252535930214,0.002573971166534609,0.00257397116653461,2.2745912941588443e-05,0.0001072459478905375
195,-0.09999999999999998,-0.475,False,0.002758662500539718,0.002860875751693345,0.0028608757516933453,0.002887681553722172,0.0028876815537221714,2.6805802028826136e-05,0.00012901905318245342
197,-0.07500000000000001,-0.475,False,0.0034825190210502855,0.003534864924371596,0.003534864924371596,0.0035701915403314397,0.0035701915403314405,3.532661595984435e-05,8.767251928115498e-05
198,-0.0625,-0.475,False,0.0037250471627894525,0.0038832020909737425,0.0038832020909737425,0.0039322193425642546,0.0039322193425642546,4.9017251590512036e-05,0.00020717217977480207
200,-0.03749999999999998,-0.475,False,0.004654341205732932,0.004672353157196584,0.004672353157196584,0.004706912160868813,0.004706912160868813,3.4559003672229166e-05,5.2570955135881024e-05
201,-0.025000000000000022,-0.475,False,0.0048540728791737625,0.005035649780639275,0.005035649780639275,0.005093880248765568,0.005093880248765569,5.8230468126294066e-05,0.00023980736959180668
204,0.012499999999999956,-0.475,False,0.0059522806664635925,0.0062488156055972265,0.0062488156055972265,0.006324681257305638,0.006324681257305638,7.586565170841168e-05,0.0003724005908420456
205,0.025000000000000022,-0.475,False,0.006680974619819067,0.006710991403459687,0.006710991403459687,0.006755972124451983,0.006755972124451985,4.4980720992298e-05,7.499750463291818e-05
207,0.050000000000000044,-0.475,False,0.007212941379463798,0.007478708692283115,0.007478708692283115,0.007561988114938519,0.007561988114938516,8.32794226554006e-05,0.000349046735474718
208,0.0625,-0.475,False,0.007818532933941559,0.007904115635677007,0.007904115635677007,0.007965238731365346,0.007965238731365343,6.112309568833546e-05,0.0001467057974237837
210,0.08750000000000002,-0.475,False,0.00840418718099616,0.008617752164674908,0.008617752164674908,0.008705059298370395,0.0087050592983704,8.730713369549219e-05,0.0003008721173742412
211,0.09999999999999998,-0.475,False,0.008863406893587134,0.008983062061314953,0.008983062061314953,0.00905860805831927,0.009058608058319272,7.554599700431916e-05,0.0001952011647321384
213,0.125,-0.475,False,0.009467075715117762,0.009623040080501511,0.009623040080501511,0.009697790607575885,0.009697790607575946,7.475052707443461e-05,0.00023071489245818366
214,0.13749999999999996,-0.475,False,0.009767007474550686,0.009897056484831777,0.009897056484831777,0.009977848088624175,0.009977848088624232,8.079160379245547e-05,0.00021084061407354582
216,0.16249999999999998,-0.475,False,0.010348323906736297,0.0104314829959592,0.0104314829959592,0.010501558011798931,0.010501558011804194,7.007501584499476e-05,0.00015323410506789745
217,0.17500000000000004,-0.475,False,0.01052499193564624,0.010644707181528656,0.010644707181528656,0.010735051091530473,0.010735051091542576,9.03439100139198e-05,0.00021005915589633606
218,0.1875,-0.475,False,0.010875665409653906,0.01089327688193515,0.01089327688193515,0.010952821683197805,0.010952821683289298,5.9544801354147886e-05,7.715627363539222e-05
219,0.19999999999999996,-0.475,False,0.011037966767034365,0.011082916711344605,0.011082916711344603,0.01114553950984926,0.011145539510141262,6.262279879665905e-05,0.00010757274310689742
220,0.21250000000000002,-0.475,False,0.011136683267774412,0.011237195959982824,0.011237195959982823,0.01131571781844625,0.011315717818918061,7.85218589352387e-05,0.0001790345511436496
