node,x,y,active_lower_bound,d_F1,d_lower_bound,bound_error,residual_Kd_minus_f,multiplier_if_active
3890,0.025000000000000022,0.08750000000000002,True,0.01966403132603317,0.019664031326033175,-3.469446951953614e-18,4.406000671047949e-09,4.406000671047949e-09
3891,0.03749999999999998,0.08750000000000002,False,0.019732016307889275,0.01959184221812507,0.00014017408976420634,-1.0587911840678754e-21,
3892,0.050000000000000044,0.08750000000000002,False,0.019296816110676757,0.018966082510127498,0.00033073360054925935,2.117582368135751e-22,
3893,0.0625,0.08750000000000002,False,0.01848186068384265,0.018328962743007944,0.00015289794083470434,1.0587911840678754e-22,
3894,0.07499999999999996,0.08750000000000002,True,0.01756714656618896,0.01756714656618896,0.0,4.3852491907596275e-09,4.3852491907596275e-09
3895,0.08750000000000002,0.08750000000000002,False,0.01651303072500871,0.016496648900024544,1.6381824984167126e-05,5.823351512373315e-22,
3896,0.09999999999999998,0.08750000000000002,True,0.015543080672388222,0.015543080672388224,-1.734723475976807e-18,1.1046455310622269e-10,1.1046455310622269e-10
3897,0.11250000000000004,0.08750000000000002,True,0.014638292696141753,0.014638292696141754,-1.734723475976807e-18,3.648766614467485e-11,3.648766614467485e-11
3898,0.125,0.08750000000000002,False,0.01388652817991472,0.013779245571126471,0.00010728260878824919,-2.117582368135751e-22,
3899,0.13749999999999996,0.08750000000000002,False,0.013247283709137001,0.013095739309747589,0.00015154439938941215,4.235164736271502e-22,
3900,0.15000000000000002,0.08750000000000002,False,0.012709443640526785,0.012615469142534879,9.397449799190653e-05,1.0587911840678754e-22,
3901,0.16249999999999998,0.08750000000000002,False,0.012258298585764528,0.012183183689064875,7.511489669965316e-05,-1.0587911840678754e-22,
3902,0.17500000000000004,0.08750000000000002,False,0.011885423772051942,0.011818090935000193,6.73328370517489e-05,-5.293955920339377e-23,
