element,umat_element,integration_point,x,y,SDV15_d,SDV16_H,S,E,LE
60,7920,1,0.35384995490312576,-0.19438284263014793,0.011254003271460533,0.0010289025958627462,,,
60,7920,2,0.35384995490312576,-0.19438284263014793,0.011326814070343971,0.0010368976509198546,,,
60,7920,3,0.35384995490312576,-0.19438284263014793,0.011351040564477444,0.0010297169210389256,,,
60,7920,4,0.35384995490312576,-0.19438284263014793,0.011425632052123547,0.0010372226824983954,,,
61,7921,1,0.3382215350866318,-0.14367348328232765,0.010814977809786797,0.000988856889307499,,,
61,7921,2,0.3382215350866318,-0.14367348328232765,0.010868662036955357,0.0009930167580023408,,,
61,7921,3,0.3382215350866318,-0.14367348328232765,0.010911170393228531,0.0009883856400847435,,,
61,7921,4,0.3382215350866318,-0.14367348328232765,0.010962928645312786,0.0009917070856317878,,,
62,7922,1,0.27794693410396576,-0.05726836621761322,0.010108999907970428,0.0009137006127275527,,,
62,7922,2,0.27794693410396576,-0.05726836621761322,0.010067068971693516,0.0009136421140283346,,,
62,7922,3,0.27794693410396576,-0.05726836621761322,0.010110522620379925,0.0009131406550295651,,,
62,7922,4,0.27794693410396576,-0.05726836621761322,0.010069525800645351,0.0009130711550824344,,,
63,7923,1,0.24038543179631233,-0.002279228065162897,0.009758178144693375,0.0008787687984295189,,,
63,7923,2,0.24038543179631233,-0.002279228065162897,0.009756640531122684,0.0008790126303210855,,,
63,7923,3,0.24038543179631233,-0.002279228065162897,0.00976442638784647,0.0008780499338172376,,,
63,7923,4,0.24038543179631233,-0.002279228065162897,0.009762917645275593,0.0008782935328781605,,,
64,7924,1,0.21975932270288467,-0.05518554151058197,0.010388792492449284,0.0009345356957055628,,,
64,7924,2,0.21975932270288467,-0.05518554151058197,0.010337116196751595,0.0009358930983580649,,,
64,7924,3,0.21975932270288467,-0.05518554151058197,0.010417873039841652,0.0009364896104671061,,,
64,7924,4,0.21975932270288467,-0.05518554151058197,0.010363218374550343,0.0009377396199852228,,,
65,7925,1,0.06274640280753374,-0.007114388979971409,0.01997295953333378,0.0015610870905220509,,,
65,7925,2,0.06274640280753374,-0.007114388979971409,0.01914985105395317,0.0015227702679112554,,,
65,7925,3,0.06274640280753374,-0.007114388979971409,0.020032497122883797,0.0015791995683684945,,,
65,7925,4,0.06274640280753374,-0.007114388979971409,0.01919972151517868,0.001540563302114606,,,
66,7926,1,0.0037387057891464792,-0.009904821519739926,0.07112457603216171,0.010447769425809383,,,
66,7926,2,0.0037387057891464792,-0.009904821519739926,0.064182810485363,0.009360264055430889,,,
66,7926,3,0.0037387057891464792,-0.009904821519739926,0.07170107215642929,0.01334815751761198,,,
66,7926,4,0.0037387057891464792,-0.009904821519739926,0.06591732054948807,0.012370460666716099,,,
67,7927,1,0.0172126826364547,-0.05452696979045868,0.028319381177425385,0.002609433140605688,,,
67,7927,2,0.0172126826364547,-0.05452696979045868,0.026450948789715767,0.002585292560979724,,,
67,7927,3,0.0172126826364547,-0.05452696979045868,0.028280779719352722,0.0027255674358457327,,,
67,7927,4,0.0172126826364547,-0.05452696979045868,0.026685401797294617,0.0027032785583287477,,,
68,7928,1,0.022893795976415277,-0.14128641039133072,0.013717353343963623,0.001238452852703631,,,
68,7928,2,0.022893795976415277,-0.14128641039133072,0.013345434330403805,0.0012024716706946492,,,
68,7928,3,0.022893795976415277,-0.14128641039133072,0.01287856511771679,0.0012337652733549476,,,
68,7928,4,0.022893795976415277,-0.14128641039133072,0.012320022098720074,0.0012049255892634392,,,
69,7929,1,0.0066686911741271615,-0.2235972248017788,0.008698070421814919,0.0007935873582027853,,,
69,7929,2,0.0066686911741271615,-0.2235972248017788,0.008971799165010452,0.0008297613821923733,,,
69,7929,3,0.0066686911741271615,-0.2235972248017788,0.007774087600409985,0.0007026133826002479,,,
69,7929,4,0.0066686911741271615,-0.2235972248017788,0.008044698275625706,0.0007307945052161813,,,
