node_id,x,y
380,0.333,-0.5
381,0.334,-0.5
382,0.335,-0.5
383,0.336,-0.5
384,0.337,-0.5
385,0.338,-0.5
386,0.339,-0.5
387,0.34,-0.5
388,0.341,-0.5
389,0.342,-0.5
390,0.343,-0.5
391,0.344,-0.5
392,0.345,-0.5
393,0.346,-0.5
394,0.347,-0.5
395,0.348,-0.5
396,0.349,-0.5
397,0.35,-0.5
398,0.351,-0.5
399,0.352,-0.5
400,0.353,-0.5
401,0.354,-0.5
402,0.355,-0.5
403,0.356,-0.5
404,0.357,-0.5
405,0.358,-0.5
406,0.359,-0.5
407,0.36,-0.5
408,0.361,-0.5
409,0.362,-0.5
410,0.363,-0.5
411,0.364,-0.5
412,0.365,-0.5
413,0.366,-0.5
414,0.367,-0.5
415,0.368,-0.5
416,0.369,-0.5
417,0.37,-0.5
418,0.371,-0.5
419,0.372,-0.5
420,0.373,-0.5
421,0.374,-0.5
422,0.375,-0.5
423,0.376,-0.5
424,0.377,-0.5
425,0.378,-0.5
426,0.379,-0.5
427,0.38,-0.5
428,0.381,-0.5
429,0.382,-0.5
430,0.383,-0.5
431,0.384,-0.5
432,0.385,-0.5
433,0.386,-0.5
434,0.387,-0.5
435,0.388,-0.5
436,0.389,-0.5
437,0.39,-0.5
438,0.391,-0.5
439,0.392,-0.5
440,0.393,-0.5
441,0.394,-0.5
442,0.395,-0.5
443,0.396,-0.5
444,0.397,-0.5
445,0.398,-0.5
446,0.399,-0.5
447,0.4,-0.5
448,0.401,-0.5
449,0.402,-0.5
450,0.403,-0.5
451,0.404,-0.5
452,0.405,-0.5
453,0.406,-0.5
454,0.407,-0.5
455,0.408,-0.5
456,0.409,-0.5
457,0.41,-0.5
458,0.411,-0.5
459,0.412,-0.5
460,0.413,-0.5
461,0.414,-0.5
462,0.415,-0.5
463,0.416,-0.5
464,0.417,-0.5
465,0.418,-0.5
466,0.419,-0.5
467,0.42,-0.5
468,0.421,-0.5
469,0.422,-0.5
470,0.423,-0.5
471,0.424,-0.5
472,0.425,-0.5
473,0.426,-0.5
474,0.427,-0.5
475,0.428,-0.5
476,0.429,-0.5
477,0.43,-0.5
478,0.431,-0.5
479,0.432,-0.5
480,0.433,-0.5
481,0.434,-0.5
482,0.435,-0.5
483,0.436,-0.5
484,0.437,-0.5
485,0.438,-0.5
486,0.439,-0.5
487,0.44,-0.5
488,0.441,-0.5
489,0.442,-0.5
490,0.443,-0.5
491,0.444,-0.5
492,0.445,-0.5
493,0.446,-0.5
494,0.447,-0.5
495,0.448,-0.5
496,0.449,-0.5
497,0.45,-0.5
498,0.451,-0.5
499,0.452,-0.5
