element,integration_point,H_old,H_actual,H_actual_minus_H_old,abs_H_actual_minus_H_old
3474,1,4.951408737668763e-05,4.951408737668763e-05,0.0,0.0
3474,2,4.800245156758226e-05,4.800245156758226e-05,0.0,0.0
3474,3,6.450275739654912e-05,6.450275739654912e-05,0.0,0.0
3474,4,5.3871895660966285e-05,5.3871895660966285e-05,0.0,0.0
3475,1,0.00012780611058031604,0.00012780611058031604,0.0,0.0
3475,2,0.00019616298519035467,0.00019616298519035467,0.0,0.0
3475,3,0.00021046708249620086,0.00021046708249620086,0.0,0.0
3475,4,0.00010757175451963133,0.00010757175451963133,0.0,0.0
3476,1,0.000213386697851763,0.000213386697851763,0.0,0.0
3476,2,0.00021524191327604392,0.00021524191327604392,0.0,0.0
3476,3,0.00026612386555947506,0.00026612386555947506,0.0,0.0
3476,4,0.00025301439629463613,0.00025301439629463613,0.0,0.0
3477,1,0.0004672227466030987,0.0004672227466030987,0.0,0.0
3477,2,0.0007475420378999859,0.0007475420378999859,0.0,0.0
3477,3,0.0009498038499752479,0.0009498038499752479,0.0,0.0
3477,4,0.0003710610152748944,0.0003710610152748944,0.0,0.0
3478,1,0.0008453206178438533,0.0008453206178438533,0.0,0.0
3478,2,0.001048325533625942,0.001048325533625942,0.0,0.0
3478,3,0.0010267122597768744,0.0010267122597768744,0.0,0.0
3478,4,0.0009635733629458,0.0009635733629458,0.0,0.0
3479,1,0.0015416969656177506,0.0015416969656177506,0.0,0.0
3479,2,0.0022048195842997794,0.0022048195842997794,0.0,0.0
3479,3,0.0021763712815013516,0.0021763712815013516,0.0,0.0
3479,4,0.0016175408108808301,0.0016175408108808301,0.0,0.0
3480,1,0.0024615002615934935,0.0024615002615934935,0.0,0.0
3480,2,0.0032303896790651185,0.0032303896790651185,0.0,0.0
3480,3,0.0029275017034089664,0.0029275017034089664,0.0,0.0
3480,4,0.002171973223531829,0.002171973223531829,0.0,0.0
3481,1,0.0032147419358547523,0.0032147419358547523,0.0,0.0
3481,2,0.00354685577444793,0.00354685577444793,0.0,0.0
3481,3,0.0029494124652892084,0.0029494124652892084,0.0,0.0
3481,4,0.0028148139202795576,0.0028148139202795576,0.0,0.0
3482,1,0.0034695933803694165,0.0034695933803694165,0.0,0.0
3482,2,0.003199555198539554,0.003199555198539554,0.0,0.0
3482,3,0.0030449790305424784,0.0030449790305424784,0.0,0.0
3482,4,0.003035273981760875,0.003035273981760875,0.0,0.0
3483,1,0.0031233413969424997,0.0031233413969424997,0.0,0.0
3483,2,0.0027007106391105946,0.0027007106391105946,0.0,0.0
3483,3,0.002541360537110929,0.002541360537110929,0.0,0.0
3483,4,0.002837660288984386,0.002837660288984386,0.0,0.0
3484,1,0.0024619677553853634,0.0024619677553853634,0.0,0.0
3484,2,0.002231960955113135,0.002231960955113135,0.0,0.0
3484,3,0.0021948356364336927,0.0021948356364336927,0.0,0.0
3484,4,0.0024118872224632958,0.0024118872224632958,0.0,0.0
3485,1,0.002056626629504144,0.002056626629504144,0.0,0.0
3485,2,0.0018946203209913612,0.0018946203209913612,0.0,0.0
3485,3,0.001899757040445108,0.001899757040445108,0.0,0.0
3485,4,0.0020482590576447078,0.0020482590576447078,0.0,0.0
3486,1,0.0017598029323252213,0.0017598029323252213,0.0,0.0
3486,2,0.0016023804853656225,0.0016023804853656225,0.0,0.0
3486,3,0.0016343396322531913,0.0016343396322531913,0.0,0.0
3486,4,0.001785828439470964,0.001785828439470964,0.0,0.0
3487,1,0.001516469319519084,0.001516469319519084,0.0,0.0
3487,2,0.0014309521459684928,0.0014309521459684928,0.0,0.0
3487,3,0.0014549712195728653,0.0014549712195728653,0.0,0.0
3487,4,0.0015487103461184323,0.0015487103461184323,0.0,0.0
3488,1,0.0013639899772797507,0.0013639899772797507,0.0,0.0
3488,2,0.0012828262826556833,0.0012828262826556833,0.0,0.0
3488,3,0.0013227281036376072,0.0013227281036376072,0.0,0.0
3488,4,0.0013892161273815814,0.0013892161273815814,0.0,0.0
3489,1,0.0012406949648205152,0.0012406949648205152,0.0,0.0
3489,2,0.0011896856342147578,0.0011896856342147578,0.0,0.0
3489,3,0.0012074377336765132,0.0012074377336765132,0.0,0.0
3489,4,0.0012797251267894162,0.0012797251267894162,0.0,0.0
3490,1,0.001153781946958774,0.001153781946958774,0.0,0.0
3490,2,0.001114353215773527,0.001114353215773527,0.0,0.0
3490,3,0.0011451720601593249,0.0011451720601593249,0.0,0.0
3490,4,0.0011755353384106499,0.0011755353384106499,0.0,0.0
3491,1,0.0010903955660175426,0.0010903955660175426,0.0,0.0
3491,2,0.0010586119910892657,0.0010586119910892657,0.0,0.0
3491,3,0.0010787470243176023,0.0010787470243176023,0.0,0.0
3491,4,0.0011197946125456313,0.0011197946125456313,0.0,0.0
3492,1,0.0010381346087488946,0.0010381346087488946,0.0,0.0
3492,2,0.0010173123723327866,0.0010173123723327866,0.0,0.0
3492,3,0.0010433295102821333,0.0010433295102821333,0.0,0.0
3492,4,0.0010606659902090078,0.0010606659902090078,0.0,0.0
3493,1,0.0010028528417110219,0.0010028528417110219,0.0,0.0
3493,2,0.000983385700836509,0.000983385700836509,0.0,0.0
3493,3,0.0010034039105667571,0.0010034039105667571,0.0,0.0
3493,4,0.0010280131476853786,0.0010280131476853786,0.0,0.0
3494,1,0.0009719561932290133,0.0009719561932290133,0.0,0.0
3494,2,0.0009607836239092735,0.0009607836239092735,0.0,0.0
3494,3,0.0009802084383390209,0.0009802084383390209,0.0,0.0
3494,4,0.0009919092078456344,0.0009919092078456344,0.0,0.0
3495,1,0.0009526067802940913,0.0009526067802940913,0.0,0.0
3495,2,0.0009409582860211809,0.0009409582860211809,0.0,0.0
3495,3,0.0009560447247432683,0.0009560447247432683,0.0,0.0
3495,4,0.000970968180925183,0.000970968180925183,0.0,0.0
3496,1,0.0009345894491253423,0.0009345894491253423,0.0,0.0
3496,2,0.0009284502972300065,0.0009284502972300065,0.0,0.0
3496,3,0.0009427879916158628,0.0009427879916158628,0.0,0.0
3496,4,0.0009491141609348141,0.0009491141609348141,0.0,0.0
3497,1,0.000923634243154465,0.000923634243154465,0.0,0.0
3497,2,0.0009168361660513741,0.0009168361660513741,0.0,0.0
3497,3,0.0009291511684268463,0.0009291511684268463,0.0,0.0
3497,4,0.0009375721110377234,0.0009375721110377234,0.0,0.0
3498,1,0.0009133197408451479,0.0009133197408451479,0.0,0.0
3498,2,0.0009099625082206089,0.0009099625082206089,0.0,0.0
3498,3,0.0009214471803113433,0.0009214471803113433,0.0,0.0
3498,4,0.0009253251263165486,0.0009253251263165486,0.0,0.0
3499,1,0.0009073743560240193,0.0009073743560240193,0.0,0.0
3499,2,0.0009039139687274294,0.0009039139687274294,0.0,0.0
3499,3,0.0009136260929129178,0.0009136260929129178,0.0,0.0
3499,4,0.0009171669730519587,0.0009171669730519587,0.0,0.0
3500,1,0.0009021446788396424,0.0009021446788396424,0.0,0.0
3500,2,0.000900502691906435,0.000900502691906435,0.0,0.0
3500,3,0.0009062217835820545,0.0009062217835820545,0.0,0.0
3500,4,0.0009111871778512616,0.0009111871778512616,0.0,0.0
3501,1,0.0008992470108700017,0.0008992470108700017,0.0,0.0
3501,2,0.0008975000159029633,0.0008975000159029633,0.0,0.0
3501,3,0.0009053608068220342,0.0009053608068220342,0.0,0.0
3501,4,0.0009047712893915847,0.0009047712893915847,0.0,0.0
3502,1,0.0008966263836418452,0.0008966263836418452,0.0,0.0
3502,2,0.0008957871782455121,0.0008957871782455121,0.0,0.0
3502,3,0.0009053315245151799,0.0009053315245151799,0.0,0.0
3502,4,0.000904560357017073,0.000904560357017073,0.0,0.0
3503,1,0.0008952117389916236,0.0008952117389916236,0.0,0.0
3503,2,0.0008946910006564927,0.0008946910006564927,0.0,0.0
3503,3,0.0009011341837547327,0.0009011341837547327,0.0,0.0
3503,4,0.0009021478744205237,0.0009021478744205237,0.0,0.0
3504,1,0.0008945085387248075,0.0008945085387248075,0.0,0.0
3504,2,0.0008942525213634642,0.0008942525213634642,0.0,0.0
3504,3,0.0009000342442617336,0.0009000342442617336,0.0,0.0
3504,4,0.0009005204105874499,0.0009005204105874499,0.0,0.0
3505,1,0.000894018868099272,0.000894018868099272,0.0,0.0
3505,2,0.0008936612681031608,0.0008936612681031608,0.0,0.0
3505,3,0.0008982350150661073,0.0008982350150661073,0.0,0.0
3505,4,0.0008992657782507384,0.0008992657782507384,0.0,0.0
3506,1,0.0008933281060528449,0.0008933281060528449,0.0,0.0
3506,2,0.0008928571915898075,0.0008928571915898075,0.0,0.0
3506,3,0.0008971446765934183,0.0008971446765934183,0.0,0.0
3506,4,0.0008980734546854493,0.0008980734546854493,0.0,0.0
3507,1,0.0008925393076557689,0.0008925393076557689,0.0,0.0
3507,2,0.000891912301213387,0.000891912301213387,0.0,0.0
3507,3,0.0008952598010799903,0.0008952598010799903,0.0,0.0
3507,4,0.0008957964880119271,0.0008957964880119271,0.0,0.0
3508,1,0.0008912623687786944,0.0008912623687786944,0.0,0.0
3508,2,0.000890387694756587,0.000890387694756587,0.0,0.0
3508,3,0.000893234114515307,0.000893234114515307,0.0,0.0
3508,4,0.0008945579407954751,0.0008945579407954751,0.0,0.0
3509,1,0.0008895203899722128,0.0008895203899722128,0.0,0.0
3509,2,0.0008873860630910387,0.0008873860630910387,0.0,0.0
3509,3,0.0008909197849087757,0.0008909197849087757,0.0,0.0
3509,4,0.0008922857142013474,0.0008922857142013474,0.0,0.0
3510,1,0.000885726118895226,0.000885726118895226,0.0,0.0
3510,2,0.0008845307681607847,0.0008845307681607847,0.0,0.0
3510,3,0.0008867586577854874,0.0008867586577854874,0.0,0.0
3510,4,0.0008895811973409748,0.0008895811973409748,0.0,0.0
3511,1,0.0008823787750262893,0.0008823787750262893,0.0,0.0
3511,2,0.0008775745454868755,0.0008775745454868755,0.0,0.0
3511,3,0.000881457958544631,0.000881457958544631,0.0,0.0
3511,4,0.0008851558713667777,0.0008851558713667777,0.0,0.0
3512,1,0.0008758853570185037,0.0008758853570185037,0.0,0.0
3512,2,0.0008722360339064395,0.0008722360339064395,0.0,0.0
3512,3,0.0008745794030350267,0.0008745794030350267,0.0,0.0
3512,4,0.0008791797455619328,0.0008791797455619328,0.0,0.0
3513,1,0.0008697441708315566,0.0008697441708315566,0.0,0.0
3513,2,0.0008644754255362253,0.0008644754255362253,0.0,0.0
3513,3,0.0008669436339894033,0.0008669436339894033,0.0,0.0
3513,4,0.000872127214411891,0.000872127214411891,0.0,0.0
3514,1,0.0008596871593119727,0.0008596871593119727,0.0,0.0
3514,2,0.0008534534887420669,0.0008534534887420669,0.0,0.0
3514,3,0.0008584917812869076,0.0008584917812869076,0.0,0.0
3514,4,0.0008635035446896397,0.0008635035446896397,0.0,0.0
3515,1,0.0008484835778361535,0.0008484835778361535,0.0,0.0
3515,2,0.0008418695650891203,0.0008418695650891203,0.0,0.0
3515,3,0.0008453985502038926,0.0008453985502038926,0.0,0.0
3515,4,0.0008516723657244283,0.0008516723657244283,0.0,0.0
3516,1,0.0008357662340224912,0.0008357662340224912,0.0,0.0
3516,2,0.0008304019658689091,0.0008304019658689091,0.0,0.0
3516,3,0.000828565425271086,0.000828565425271086,0.0,0.0
3516,4,0.0008357858225461732,0.0008357858225461732,0.0,0.0
3517,1,0.000816859086636741,0.000816859086636741,0.0,0.0
3517,2,0.000806539609989488,0.000806539609989488,0.0,0.0
3517,3,0.0008121201591209038,0.0008121201591209038,0.0,0.0
3517,4,0.0008201211213080464,0.0008201211213080464,0.0,0.0
3518,1,0.0007991725247936791,0.0007991725247936791,0.0,0.0
3518,2,0.000790371565927859,0.000790371565927859,0.0,0.0
3518,3,0.0007989461179253463,0.0007989461179253463,0.0,0.0
3518,4,0.0007990141195898942,0.0007990141195898942,0.0,0.0
3519,1,0.0007743489752897331,0.0007743489752897331,0.0,0.0
3519,2,0.000768656854951797,0.000768656854951797,0.0,0.0
3519,3,0.0007677748864326736,0.0007677748864326736,0.0,0.0
3519,4,0.000778693795016048,0.000778693795016048,0.0,0.0
3520,1,0.0007687297073520679,0.0007687297073520679,0.0,0.0
3520,2,0.0007501316175146932,0.0007501316175146932,0.0,0.0
3520,3,0.0007668860216861028,0.0007668860216861028,0.0,0.0
3520,4,0.0007670334078228011,0.0007670334078228011,0.0,0.0
3521,1,2.890402707757655e-07,2.890402707757655e-07,0.0,0.0
3521,2,3.17749583151112e-07,3.17749583151112e-07,0.0,0.0
3521,3,3.4882215323585987e-07,3.4882215323585987e-07,0.0,0.0
3521,4,3.2042335963347224e-07,3.2042335963347224e-07,0.0,0.0
3522,1,3.3318689994195666e-07,3.3318689994195666e-07,0.0,0.0
3522,2,3.339485921031645e-07,3.339485921031645e-07,0.0,0.0
3522,3,3.8837747347596865e-07,3.8837747347596865e-07,0.0,0.0
3522,4,3.6283922389903476e-07,3.6283922389903476e-07,0.0,0.0
3523,1,5.827908374700184e-07,5.827908374700184e-07,0.0,0.0
3523,2,8.989634426409601e-07,8.989634426409601e-07,0.0,0.0
3523,3,8.547427582900643e-07,8.547427582900643e-07,0.0,0.0
3523,4,4.896489767178313e-07,4.896489767178313e-07,0.0,0.0
3524,1,1.2079269999505515e-06,1.2079269999505515e-06,0.0,0.0
3524,2,1.5478682615178222e-06,1.5478682615178222e-06,0.0,0.0
3524,3,1.635323896214829e-06,1.635323896214829e-06,0.0,0.0
3524,4,1.2353698462168211e-06,1.2353698462168211e-06,0.0,0.0
3525,1,1.6485490898708747e-06,1.6485490898708747e-06,0.0,0.0
3525,2,1.6593489660900736e-06,1.6593489660900736e-06,0.0,0.0
3525,3,1.8147615598486956e-06,1.8147615598486956e-06,0.0,0.0
3525,4,1.759351989843275e-06,1.759351989843275e-06,0.0,0.0
3526,1,2.115810924620746e-06,2.115810924620746e-06,0.0,0.0
3526,2,2.621317011660384e-06,2.621317011660384e-06,0.0,0.0
3526,3,2.5408573889338044e-06,2.5408573889338044e-06,0.0,0.0
3526,4,1.963959595820841e-06,1.963959595820841e-06,0.0,0.0
3527,1,3.1397500078311295e-06,3.1397500078311295e-06,0.0,0.0
3527,2,3.740328509270422e-06,3.740328509270422e-06,0.0,0.0
3527,3,3.8871443234289455e-06,3.8871443234289455e-06,0.0,0.0
3527,4,3.1766953749919395e-06,3.1766953749919395e-06,0.0,0.0
3528,1,3.927722442473389e-06,3.927722442473389e-06,0.0,0.0
3528,2,3.965049498317533e-06,3.965049498317533e-06,0.0,0.0
3528,3,4.21574484002795e-06,4.21574484002795e-06,0.0,0.0
3528,4,4.124904292536889e-06,4.124904292536889e-06,0.0,0.0
3529,1,3.874457596232777e-06,3.874457596232777e-06,0.0,0.0
3529,2,5.133438143562897e-06,5.133438143562897e-06,0.0,0.0
3529,3,5.021975338532011e-06,5.021975338532011e-06,0.0,0.0
3529,4,4.369169991360813e-06,4.369169991360813e-06,0.0,0.0
3530,1,5.761118218479073e-06,5.761118218479073e-06,0.0,0.0
3530,2,6.547722130914127e-06,6.547722130914127e-06,0.0,0.0
3530,3,6.7440581692300776e-06,6.7440581692300776e-06,0.0,0.0
3530,4,5.796639969340058e-06,5.796639969340058e-06,0.0,0.0
3531,1,6.924092488205747e-06,6.924092488205747e-06,0.0,0.0
3531,2,6.984760226808529e-06,6.984760226808529e-06,0.0,0.0
3531,3,7.215465526685015e-06,7.215465526685015e-06,0.0,0.0
3531,4,7.099474599295566e-06,7.099474599295566e-06,0.0,0.0
3532,1,6.9176631493383066e-06,6.9176631493383066e-06,0.0,0.0
3532,2,8.033289140236507e-06,8.033289140236507e-06,0.0,0.0
3532,3,7.896090482996872e-06,7.896090482996872e-06,0.0,0.0
3532,4,7.365378439900093e-06,7.365378439900093e-06,0.0,0.0
3533,1,8.592764226536297e-06,8.592764226536297e-06,0.0,0.0
3533,2,9.391236130843029e-06,9.391236130843029e-06,0.0,0.0
3533,3,9.59860575356125e-06,9.59860575356125e-06,0.0,0.0
3533,4,8.597536598288933e-06,8.597536598288933e-06,0.0,0.0
3534,1,1.0349703715715178e-05,1.0349703715715178e-05,0.0,0.0
3534,2,1.0348644387168567e-05,1.0348644387168567e-05,0.0,0.0
3534,3,1.0281393332409944e-05,1.0281393332409944e-05,0.0,0.0
3534,4,1.0058787525783566e-05,1.0058787525783566e-05,0.0,0.0
3535,1,1.0348879711929396e-05,1.0348879711929396e-05,0.0,0.0
3535,2,1.087002812452359e-05,1.087002812452359e-05,0.0,0.0
3535,3,1.0692226258388471e-05,1.0692226258388471e-05,0.0,0.0
3535,4,1.0420007107838715e-05,1.0420007107838715e-05,0.0,0.0
3536,1,1.1233134868938977e-05,1.1233134868938977e-05,0.0,0.0
3536,2,1.181247528380092e-05,1.181247528380092e-05,0.0,0.0
3536,3,1.1834899604235217e-05,1.1834899604235217e-05,0.0,0.0
3536,4,1.1116403498039106e-05,1.1116403498039106e-05,0.0,0.0
3537,1,1.2138146000036743e-05,1.2138146000036743e-05,0.0,0.0
3537,2,1.2961045641601084e-05,1.2961045641601084e-05,0.0,0.0
3537,3,1.2447482222854443e-05,1.2447482222854443e-05,0.0,0.0
3537,4,1.2223889843817458e-05,1.2223889843817458e-05,0.0,0.0
3538,1,1.2914675291850676e-05,1.2914675291850676e-05,0.0,0.0
3538,2,1.3085474302003506e-05,1.3085474302003506e-05,0.0,0.0
3538,3,1.2807017817048338e-05,1.2807017817048338e-05,0.0,0.0
3538,4,1.2483496935231467e-05,1.2483496935231467e-05,0.0,0.0
3539,1,1.3777241536590208e-05,1.3777241536590208e-05,0.0,0.0
3539,2,1.5064395057864477e-05,1.5064395057864477e-05,0.0,0.0
3539,3,1.4747630135124467e-05,1.4747630135124467e-05,0.0,0.0
3539,4,1.3455375901381507e-05,1.3455375901381507e-05,0.0,0.0
3540,1,1.5814976432059293e-05,1.5814976432059293e-05,0.0,0.0
3540,2,1.620422793793511e-05,1.620422793793511e-05,0.0,0.0
3540,3,1.546936501953011e-05,1.546936501953011e-05,0.0,0.0
3540,4,1.5545871257564458e-05,1.5545871257564458e-05,0.0,0.0
3541,1,1.627584783206215e-05,1.627584783206215e-05,0.0,0.0
3541,2,1.6698399188391637e-05,1.6698399188391637e-05,0.0,0.0
3541,3,1.468613075837044e-05,1.468613075837044e-05,0.0,0.0
3541,4,1.548292217975567e-05,1.548292217975567e-05,0.0,0.0
3542,1,1.748630743711584e-05,1.748630743711584e-05,0.0,0.0
3542,2,1.9015410895651014e-05,1.9015410895651014e-05,0.0,0.0
3542,3,1.869764520865528e-05,1.869764520865528e-05,0.0,0.0
3542,4,1.3903315258725247e-05,1.3903315258725247e-05,0.0,0.0
3543,1,1.8317970535022064e-05,1.8317970535022064e-05,0.0,0.0
3543,2,1.9516168801730204e-05,1.9516168801730204e-05,0.0,0.0
3543,3,1.4979108118464035e-05,1.4979108118464035e-05,0.0,0.0
3543,4,1.4877513926229027e-05,1.4877513926229027e-05,0.0,0.0
3544,1,1.9403165923788876e-05,1.9403165923788876e-05,0.0,0.0
3544,2,1.7914848155139585e-05,1.7914848155139585e-05,0.0,0.0
3544,3,1.4125914337100471e-05,1.4125914337100471e-05,0.0,0.0
3544,4,1.4707597530409851e-05,1.4707597530409851e-05,0.0,0.0
3545,1,2.1139692986633127e-05,2.1139692986633127e-05,0.0,0.0
3545,2,1.6524887002650996e-05,1.6524887002650996e-05,0.0,0.0
3545,3,1.1558142642489404e-05,1.1558142642489404e-05,0.0,0.0
3545,4,1.3835662514564099e-05,1.3835662514564099e-05,0.0,0.0
3546,1,1.7915500915188923e-05,1.7915500915188923e-05,0.0,0.0
3546,2,1.9198338034156755e-05,1.9198338034156755e-05,0.0,0.0
3546,3,1.1169906051613605e-05,1.1169906051613605e-05,0.0,0.0
3546,4,1.1174964684785017e-05,1.1174964684785017e-05,0.0,0.0
3547,1,1.8729720403905627e-05,1.8729720403905627e-05,0.0,0.0
3547,2,2.0937215879933944e-05,2.0937215879933944e-05,0.0,0.0
3547,3,1.2504586526138185e-05,1.2504586526138185e-05,0.0,0.0
3547,4,1.1723754203482964e-05,1.1723754203482964e-05,0.0,0.0
3548,1,1.9953382178718167e-05,1.9953382178718167e-05,0.0,0.0
3548,2,1.4144882172417217e-05,1.4144882172417217e-05,0.0,0.0
3548,3,9.509016975518784e-06,9.509016975518784e-06,0.0,0.0
3548,4,4.7714157986220115e-06,4.7714157986220115e-06,0.0,0.0
3549,1,1.5295980183277905e-05,1.5295980183277905e-05,0.0,0.0
3549,2,1.5756425580793923e-05,1.5756425580793923e-05,0.0,0.0
3549,3,1.0711590607233861e-05,1.0711590607233861e-05,0.0,0.0
3549,4,9.726664674648106e-06,9.726664674648106e-06,0.0,0.0
3550,1,1.518226677726974e-05,1.518226677726974e-05,0.0,0.0
3550,2,1.5460710882636317e-05,1.5460710882636317e-05,0.0,0.0
3550,3,2.2638111868466915e-05,2.2638111868466915e-05,0.0,0.0
3550,4,1.1359172830851626e-05,1.1359172830851626e-05,0.0,0.0
3551,1,1.4246564894355594e-05,1.4246564894355594e-05,0.0,0.0
3551,2,1.481385619732438e-05,1.481385619732438e-05,0.0,0.0
3551,3,2.083705782600446e-05,2.083705782600446e-05,0.0,0.0
3551,4,2.2230671455119982e-05,2.2230671455119982e-05,0.0,0.0
3552,1,1.6972507142548347e-05,1.6972507142548347e-05,0.0,0.0
3552,2,2.1564596419439896e-05,2.1564596419439896e-05,0.0,0.0
3552,3,1.915486715115775e-05,1.915486715115775e-05,0.0,0.0
3552,4,1.972043702822556e-05,1.972043702822556e-05,0.0,0.0
3553,1,3.511946100396162e-05,3.511946100396162e-05,0.0,0.0
3553,2,4.902083227983148e-05,4.902083227983148e-05,0.0,0.0
3553,3,8.142029554199444e-05,8.142029554199444e-05,0.0,0.0
3553,4,3.493622027756632e-05,3.493622027756632e-05,0.0,0.0
3554,1,7.200393197968923e-05,7.200393197968923e-05,0.0,0.0
3554,2,7.343134308840393e-05,7.343134308840393e-05,0.0,0.0
3554,3,7.19231037849126e-05,7.19231037849126e-05,0.0,0.0
3554,4,7.392085696158791e-05,7.392085696158791e-05,0.0,0.0
3555,1,0.00014311819250670857,0.00014311819250670857,0.0,0.0
3555,2,0.00020000473541802256,0.00020000473541802256,0.0,0.0
3555,3,0.00037799881901952434,0.00037799881901952434,0.0,0.0
3555,4,0.00012992572755658513,0.00012992572755658513,0.0,0.0
3556,1,0.00029390203590910356,0.00029390203590910356,0.0,0.0
3556,2,0.0003143197153687552,0.0003143197153687552,0.0,0.0
3556,3,0.00045476224583434284,0.00045476224583434284,0.0,0.0
3556,4,0.0003931234443367082,0.0003931234443367082,0.0,0.0
3557,1,0.0004904838529928621,0.0004904838529928621,0.0,0.0
3557,2,0.0010164347704487806,0.0010164347704487806,0.0,0.0
3557,3,0.000770284951462803,0.000770284951462803,0.0,0.0
3557,4,0.0004953988164797596,0.0004953988164797596,0.0,0.0
3558,1,0.001067263300140385,0.001067263300140385,0.0,0.0
3558,2,0.0011210363081538615,0.0011210363081538615,0.0,0.0
3558,3,0.001169289726529407,0.001169289726529407,0.0,0.0
3558,4,0.0009764775764524077,0.0009764775764524077,0.0,0.0
3559,1,0.0013435448152908838,0.0013435448152908838,0.0,0.0
3559,2,0.002122410596236489,0.002122410596236489,0.0,0.0
3559,3,0.00171281693917386,0.00171281693917386,0.0,0.0
3559,4,0.0012395974704305004,0.0012395974704305004,0.0,0.0
3560,1,0.002083106929806961,0.002083106929806961,0.0,0.0
3560,2,0.002385082777618567,0.002385082777618567,0.0,0.0
3560,3,0.002002831618438194,0.002002831618438194,0.0,0.0
3560,4,0.0019719732894484298,0.0019719732894484298,0.0,0.0
3561,1,0.0026494741911276534,0.0026494741911276534,0.0,0.0
3561,2,0.0027855236356475422,0.0027855236356475422,0.0,0.0
3561,3,0.0023875924054994283,0.0023875924054994283,0.0,0.0
3561,4,0.0024618613369366436,0.0024618613369366436,0.0,0.0
3562,1,0.002710622100273395,0.002710622100273395,0.0,0.0
3562,2,0.0027207839674735215,0.0027207839674735215,0.0,0.0
3562,3,0.0024788530121133646,0.0024788530121133646,0.0,0.0
