event_index,previous_global_frame,current_global_frame,odb_element,odb_integration_point,mapped_physical_element,previous_sdv16,current_sdv16,sdv16_signed_change,sdv16_decrease_gt_tolerance
392,192,193,84133,3,16429,209.57473754882812,209.57473754882812,0,false
393,191,192,84149,3,16445,199.65434265136719,199.65434265136719,0,false
394,189,190,84134,4,16430,203.03425598144531,203.03425598144531,0,false
395,189,190,84135,4,16431,202.06367492675781,202.06367492675781,0,false
396,199,200,84702,2,16998,185.27032470703125,185.27032470703125,0,false
397,193,194,84152,3,16448,208.39920043945312,208.39920043945312,0,false
398,193,194,84144,3,16440,201.16105651855469,201.16105651855469,0,false
399,191,192,84139,4,16435,201.52493286132812,201.52493286132812,0,false
400,199,200,84701,2,16997,192.02128601074219,192.02128601074219,0,false
401,189,190,84135,3,16431,202.22296142578125,202.22296142578125,0,false
402,187,188,84134,3,16430,204.5533447265625,204.5533447265625,0,false
403,187,188,84135,3,16431,202.22296142578125,202.22296142578125,0,false
404,190,191,84146,4,16442,199.54803466796875,199.54803466796875,0,false
405,192,193,84141,4,16437,201.84580993652344,201.84580993652344,0,false
406,189,190,84677,1,16973,738.54425048828125,856.555908203125,118.01165771484375,false
407,183,184,84137,3,16433,201.17720031738281,201.17720031738281,0,false
408,197,198,84700,1,16996,211.63626098632812,211.63626098632812,0,false
409,193,194,84133,3,16429,209.57473754882812,209.57473754882812,0,false
410,190,191,84140,4,16436,201.89346313476562,201.89346313476562,0,false
411,199,200,84702,1,16998,188.8824462890625,188.8824462890625,0,false
412,195,196,84704,2,17000,175.920654296875,175.920654296875,0,false
413,191,192,84132,4,16428,257.94308471679688,257.94308471679688,0,false
414,187,188,84134,4,16430,203.03425598144531,203.03425598144531,0,false
415,191,192,84133,4,16429,207.03047180175781,207.03047180175781,0,false
416,187,188,84133,4,16429,207.03047180175781,207.03047180175781,0,false
417,197,198,84152,3,16448,208.39920043945312,208.39920043945312,0,false
418,194,195,84148,3,16444,199.46234130859375,199.46234130859375,0,false
419,195,196,84147,3,16443,199.681640625,199.681640625,0,false
420,193,194,84143,4,16439,201.2158203125,201.2158203125,0,false
421,200,201,84709,1,17005,170.50572204589844,170.50572204589844,0,false
422,191,192,84139,3,16435,202.00167846679688,202.00167846679688,0,false
423,196,197,84149,3,16445,199.65434265136719,199.65434265136719,0,false
424,181,182,84133,3,16429,209.57473754882812,209.57473754882812,0,false
425,195,196,84677,2,16973,1478.057861328125,1542.300537109375,64.24267578125,false
426,192,193,84141,3,16437,202.16667175292969,202.16667175292969,0,false
427,191,192,84134,3,16430,204.5533447265625,204.5533447265625,0,false
428,192,193,84132,4,16428,257.94308471679688,257.94308471679688,0,false
429,195,196,84133,3,16429,209.57473754882812,209.57473754882812,0,false
430,191,192,84138,4,16434,201.40493774414062,201.40493774414062,0,false
431,198,199,84153,3,16449,223.17848205566406,223.17848205566406,0,false
432,192,193,84133,4,16429,207.03047180175781,207.03047180175781,0,false
433,195,196,84146,4,16442,199.54803466796875,199.54803466796875,0,false
434,193,194,84143,3,16439,201.6207275390625,201.6207275390625,0,false
435,197,198,84708,2,17004,166.87815856933594,166.87815856933594,0,false
436,191,192,84134,4,16430,203.03425598144531,203.03425598144531,0,false
437,185,186,84139,4,16435,201.52493286132812,201.52493286132812,0,false
438,196,197,84148,4,16444,199.30021667480469,199.30021667480469,0,false
439,192,193,84140,4,16436,201.89346313476562,201.89346313476562,0,false
440,200,201,84708,2,17004,166.87815856933594,166.87815856933594,0,false
441,191,192,84138,3,16434,201.57673645019531,201.57673645019531,0,false
442,184,185,84137,4,16433,201.32418823242188,201.32418823242188,0,false
443,196,197,84133,3,16429,209.57473754882812,209.57473754882812,0,false
444,193,194,84132,4,16428,257.94308471679688,257.94308471679688,0,false
445,191,192,84135,3,16431,202.22296142578125,202.22296142578125,0,false
446,194,195,84147,4,16443,199.17453002929688,199.17453002929688,0,false
447,199,200,84152,4,16448,213.85627746582031,213.85627746582031,0,false
448,191,192,84137,4,16433,201.32418823242188,201.32418823242188,0,false
449,196,197,84677,2,16973,1542.300537109375,1607.6666259765625,65.3660888671875,false
450,194,195,84131,4,16427,220.88490295410156,220.88490295410156,0,false
451,191,192,84135,4,16431,202.06367492675781,202.06367492675781,0,false
452,193,194,84142,4,16438,201.68635559082031,201.68635559082031,0,false
453,198,199,84151,3,16447,202.69166564941406,202.69166564941406,0,false
454,193,194,84133,4,16429,207.03047180175781,207.03047180175781,0,false
455,192,193,84134,3,16430,204.5533447265625,204.5533447265625,0,false
456,196,197,84707,2,17003,168.27008056640625,168.27008056640625,0,false
457,191,192,84136,3,16432,201.05180358886719,201.05180358886719,0,false
458,190,191,84140,3,16436,202.16455078125,202.16455078125,0,false
459,191,192,84137,3,16433,201.17720031738281,201.17720031738281,0,false
460,195,196,84146,3,16442,200.05628967285156,200.05628967285156,0,false
461,191,192,84136,4,16432,201.35389709472656,201.35389709472656,0,false
462,197,198,84151,4,16447,205.09544372558594,205.09544372558594,0,false
463,192,193,84140,3,16436,202.16455078125,202.16455078125,0,false
464,199,200,84152,3,16448,208.39920043945312,208.39920043945312,0,false
465,187,188,84142,3,16438,201.95980834960938,201.95980834960938,0,false
466,192,193,84134,4,16430,203.03425598144531,203.03425598144531,0,false
467,196,197,84148,3,16444,199.46234130859375,199.46234130859375,0,false
468,198,199,84133,3,16429,209.57473754882812,209.57473754882812,0,false
469,187,188,84133,3,16429,209.57473754882812,209.57473754882812,0,false
470,195,196,84132,4,16428,257.94308471679688,257.94308471679688,0,false
471,192,193,84139,4,16435,201.52493286132812,201.52493286132812,0,false
472,190,191,84147,3,16443,199.681640625,199.681640625,0,false
473,192,193,84135,3,16431,202.22296142578125,202.22296142578125,0,false
474,193,194,84142,3,16438,201.95980834960938,201.95980834960938,0,false
475,195,196,84145,4,16441,200.09696960449219,200.09696960449219,0,false
476,182,183,84135,4,16431,202.06367492675781,202.06367492675781,0,false
477,190,191,84677,2,16973,1216.6832275390625,1253.22705078125,36.5438232421875,false
478,193,194,84134,3,16430,204.5533447265625,204.5533447265625,0,false
479,192,193,84135,4,16431,202.06367492675781,202.06367492675781,0,false
480,192,193,84139,3,16435,202.00167846679688,202.00167846679688,0,false
481,199,200,84151,4,16447,205.09544372558594,205.09544372558594,0,false
482,193,194,84141,4,16437,201.84580993652344,201.84580993652344,0,false
483,196,197,84147,4,16443,199.17453002929688,199.17453002929688,0,false
484,200,201,84708,1,17004,170.177734375,170.177734375,0,false
485,199,200,84133,3,16429,209.57473754882812,209.57473754882812,0,false
486,181,182,84133,4,16429,207.03047180175781,207.03047180175781,0,false
487,192,193,84136,3,16432,201.05180358886719,201.05180358886719,0,false
488,192,193,84138,4,16434,201.40493774414062,201.40493774414062,0,false
489,196,197,84132,4,16428,257.94308471679688,257.94308471679688,0,false
490,195,196,84133,4,16429,207.03047180175781,207.03047180175781,0,false
491,193,194,84134,4,16430,203.03425598144531,203.03425598144531,0,false
492,198,199,84677,2,16973,1640.4552001953125,1707.331787109375,66.8765869140625,false
493,192,193,84136,4,16432,201.35389709472656,201.35389709472656,0,false
494,192,193,84138,3,16434,201.57673645019531,201.57673645019531,0,false
495,200,201,84714,2,17010,167.62001037597656,167.62001037597656,0,false
496,192,193,84137,3,16433,201.17720031738281,201.17720031738281,0,false
497,192,193,84137,4,16433,201.32418823242188,201.32418823242188,0,false
498,195,196,84145,3,16441,200.65788269042969,200.65788269042969,0,false
499,180,181,84132,3,16428,266.5902099609375,268.68121337890625,2.09100341796875,false
500,190,191,84139,4,16435,201.52493286132812,201.52493286132812,0,false
501,193,194,84135,3,16431,202.22296142578125,202.22296142578125,0,false
502,193,194,84141,3,16437,202.16667175292969,202.16667175292969,0,false
503,198,199,84150,4,16446,201.81407165527344,201.81407165527344,0,false
504,192,193,84151,3,16447,202.69166564941406,202.69166564941406,0,false
505,196,197,84147,3,16443,199.681640625,199.681640625,0,false
506,195,196,84700,1,16996,211.63626098632812,211.63626098632812,0,false
507,195,196,84144,4,16440,200.74501037597656,200.74501037597656,0,false
508,194,195,84147,3,16443,199.681640625,199.681640625,0,false
509,193,194,84140,4,16436,201.89346313476562,201.89346313476562,0,false
510,193,194,84135,4,16431,202.06367492675781,202.06367492675781,0,false
511,186,187,84678,2,16974,964.09735107421875,1121.134765625,157.03741455078125,false
512,196,197,84133,4,16429,207.03047180175781,207.03047180175781,0,false
513,198,199,84150,3,16446,200.54454040527344,200.54454040527344,0,false
514,193,194,84136,3,16432,201.05180358886719,201.05180358886719,0,false
515,199,200,84677,2,16973,1707.331787109375,1775.1014404296875,67.7696533203125,false
516,198,199,84132,4,16428,257.94308471679688,257.94308471679688,0,false
517,193,194,84140,3,16436,202.16455078125,202.16455078125,0,false
518,196,197,84146,4,16442,199.54803466796875,199.54803466796875,0,false
519,195,196,84134,3,16430,204.5533447265625,204.5533447265625,0,false
520,193,194,84139,4,16435,201.52493286132812,201.52493286132812,0,false
521,195,196,84144,3,16440,201.16105651855469,201.16105651855469,0,false
522,193,194,84136,4,16432,201.35389709472656,201.35389709472656,0,false
523,200,201,84707,2,17003,168.27008056640625,168.27008056640625,0,false
524,198,199,84149,4,16445,199.93708801269531,199.93708801269531,0,false
525,193,194,84137,3,16433,201.17720031738281,201.17720031738281,0,false
526,193,194,84139,3,16435,202.00167846679688,202.00167846679688,0,false
527,193,194,84138,4,16434,201.40493774414062,201.40493774414062,0,false
528,195,196,84705,1,17001,174.6923828125,174.6923828125,0,false
529,193,194,84137,4,16433,201.32418823242188,201.32418823242188,0,false
530,195,196,84134,4,16430,203.03425598144531,203.03425598144531,0,false
531,193,194,84138,3,16434,201.57673645019531,201.57673645019531,0,false
532,199,200,84713,2,17009,167.05715942382812,167.05715942382812,0,false
533,195,196,84143,4,16439,201.2158203125,201.2158203125,0,false
534,196,197,84146,3,16442,200.05628967285156,200.05628967285156,0,false
535,199,200,84132,4,16428,257.94308471679688,257.94308471679688,0,false
536,195,196,84135,3,16431,202.22296142578125,202.22296142578125,0,false
537,186,187,84141,4,16437,201.84580993652344,201.84580993652344,0,false
538,195,196,84143,3,16439,201.6207275390625,201.6207275390625,0,false
539,196,197,84145,4,16441,200.09696960449219,200.09696960449219,0,false
540,198,199,84149,3,16445,199.65434265136719,199.65434265136719,0,false
541,198,199,84133,4,16429,207.03047180175781,207.03047180175781,0,false
542,199,200,84151,3,16447,202.69166564941406,202.69166564941406,0,false
543,196,197,84134,3,16430,204.5533447265625,204.5533447265625,0,false
544,197,198,84709,1,17005,170.50572204589844,170.50572204589844,0,false
545,197,198,84131,4,16427,220.88490295410156,220.88490295410156,0,false
546,195,196,84135,4,16431,202.06367492675781,202.06367492675781,0,false
547,195,196,84142,4,16438,201.68635559082031,201.68635559082031,0,false
548,186,187,84680,1,16976,837.54815673828125,985.95538330078125,148.4072265625,false
549,196,197,84134,4,16430,203.03425598144531,203.03425598144531,0,false
550,196,197,84145,3,16441,200.65788269042969,200.65788269042969,0,false
551,194,195,84146,4,16442,199.54803466796875,199.54803466796875,0,false
552,195,196,84142,3,16438,201.95980834960938,201.95980834960938,0,false
553,195,196,84136,3,16432,201.05180358886719,201.05180358886719,0,false
554,190,191,84139,3,16435,202.00167846679688,202.00167846679688,0,false
555,198,199,84148,4,16444,199.30021667480469,199.30021667480469,0,false
556,195,196,84141,4,16437,201.84580993652344,201.84580993652344,0,false
557,196,197,84135,3,16431,202.22296142578125,202.22296142578125,0,false
558,196,197,84144,4,16440,200.74501037597656,200.74501037597656,0,false
559,195,196,84136,4,16432,201.35389709472656,201.35389709472656,0,false
560,195,196,84141,3,16437,202.16667175292969,202.16667175292969,0,false
561,200,201,84700,1,16996,211.63626098632812,211.63626098632812,0,false
562,195,196,84137,3,16433,201.17720031738281,201.17720031738281,0,false
563,195,196,84140,4,16436,201.89346313476562,201.89346313476562,0,false
564,198,199,84148,3,16444,199.46234130859375,199.46234130859375,0,false
565,199,200,84133,4,16429,207.03047180175781,207.03047180175781,0,false
566,196,197,84144,3,16440,201.16105651855469,201.16105651855469,0,false
567,200,201,84707,1,17003,170.42758178710938,170.42758178710938,0,false
568,195,196,84137,4,16433,201.32418823242188,201.32418823242188,0,false
569,195,196,84140,3,16436,202.16455078125,202.16455078125,0,false
570,189,190,84146,4,16442,199.54803466796875,199.54803466796875,0,false
571,197,198,84153,3,16449,223.17848205566406,223.17848205566406,0,false
572,195,196,84138,3,16434,201.57673645019531,201.57673645019531,0,false
573,195,196,84139,4,16435,201.52493286132812,201.52493286132812,0,false
574,199,200,84150,3,16446,200.54454040527344,200.54454040527344,0,false
575,187,188,84677,2,16973,919.34954833984375,1002.5615234375,83.21197509765625,false
576,196,197,84135,4,16431,202.06367492675781,202.06367492675781,0,false
577,195,196,84138,4,16434,201.40493774414062,201.40493774414062,0,false
578,195,196,84139,3,16435,202.00167846679688,202.00167846679688,0,false
579,196,197,84143,4,16439,201.2158203125,201.2158203125,0,false
580,199,200,84150,4,16446,201.81407165527344,201.81407165527344,0,false
581,198,199,84147,4,16443,199.17453002929688,199.17453002929688,0,false
582,199,200,84149,4,16445,199.93708801269531,199.93708801269531,0,false
583,196,197,84143,3,16439,201.6207275390625,201.6207275390625,0,false
584,196,197,84136,3,16432,201.05180358886719,201.05180358886719,0,false
585,188,189,84144,4,16440,200.74501037597656,200.74501037597656,0,false
586,198,199,84134,3,16430,204.5533447265625,204.5533447265625,0,false
587,196,197,84142,4,16438,201.68635559082031,201.68635559082031,0,false
588,198,199,84147,3,16443,199.681640625,199.681640625,0,false
589,198,199,84134,4,16430,203.03425598144531,203.03425598144531,0,false
590,184,185,84138,3,16434,201.57673645019531,201.57673645019531,0,false
591,196,197,84136,4,16432,201.35389709472656,201.35389709472656,0,false
592,196,197,84142,3,16438,201.95980834960938,201.95980834960938,0,false
593,198,199,84146,4,16442,199.54803466796875,199.54803466796875,0,false
594,199,200,84149,3,16445,199.65434265136719,199.65434265136719,0,false
595,196,197,84141,4,16437,201.84580993652344,201.84580993652344,0,false
596,196,197,84137,3,16433,201.17720031738281,201.17720031738281,0,false
597,198,199,84135,3,16431,202.22296142578125,202.22296142578125,0,false
598,196,197,84141,3,16437,202.16667175292969,202.16667175292969,0,false
599,190,191,84138,4,16434,201.40493774414062,201.40493774414062,0,false
600,198,199,84146,3,16442,200.05628967285156,200.05628967285156,0,false
601,197,198,84151,3,16447,202.69166564941406,202.69166564941406,0,false
602,196,197,84137,4,16433,201.32418823242188,201.32418823242188,0,false
603,196,197,84140,4,16436,201.89346313476562,201.89346313476562,0,false
604,199,200,84148,4,16444,199.30021667480469,199.30021667480469,0,false
605,196,197,84138,3,16434,201.57673645019531,201.57673645019531,0,false
606,196,197,84140,3,16436,202.16455078125,202.16455078125,0,false
607,196,197,84138,4,16434,201.40493774414062,201.40493774414062,0,false
608,196,197,84139,3,16435,202.00167846679688,202.00167846679688,0,false
609,196,197,84139,4,16435,201.52493286132812,201.52493286132812,0,false
610,198,199,84145,4,16441,200.09696960449219,200.09696960449219,0,false
611,200,201,84706,2,17002,170.25126647949219,170.25126647949219,0,false
612,181,182,84134,3,16430,204.5533447265625,204.5533447265625,0,false
613,190,191,84133,3,16429,209.57473754882812,209.57473754882812,0,false
614,199,200,84148,3,16444,199.46234130859375,199.46234130859375,0,false
615,199,200,84134,3,16430,204.5533447265625,204.5533447265625,0,false
616,198,199,84145,3,16441,200.65788269042969,200.65788269042969,0,false
617,194,195,84152,4,16448,213.85627746582031,213.85627746582031,0,false
618,198,199,84135,4,16431,202.06367492675781,202.06367492675781,0,false
619,191,192,84678,1,16974,1456.435546875,1503.0419921875,46.6064453125,false
620,199,200,84134,4,16430,203.03425598144531,203.03425598144531,0,false
621,199,200,84147,4,16443,199.17453002929688,199.17453002929688,0,false
622,198,199,84144,4,16440,200.74501037597656,200.74501037597656,0,false
623,194,195,84146,3,16442,200.05628967285156,200.05628967285156,0,false
624,200,201,84131,4,16427,220.88490295410156,220.88490295410156,0,false
625,199,200,84135,3,16431,202.22296142578125,202.22296142578125,0,false
626,199,200,84147,3,16443,199.681640625,199.681640625,0,false
627,182,183,84132,1,16428,232.14762878417969,232.14762878417969,0,false
628,198,199,84136,3,16432,201.05180358886719,201.05180358886719,0,false
629,198,199,84144,3,16440,201.16105651855469,201.16105651855469,0,false
630,198,199,84143,4,16439,201.2158203125,201.2158203125,0,false
631,186,187,84677,2,16973,719.718994140625,919.34954833984375,199.63055419921875,false
632,199,200,84146,4,16442,199.54803466796875,199.54803466796875,0,false
633,198,199,84136,4,16432,201.35389709472656,201.35389709472656,0,false
634,198,199,84143,3,16439,201.6207275390625,201.6207275390625,0,false
635,198,199,84137,3,16433,201.17720031738281,201.17720031738281,0,false
636,198,199,84142,4,16438,201.68635559082031,201.68635559082031,0,false
637,199,200,84146,3,16442,200.05628967285156,200.05628967285156,0,false
638,199,200,84135,4,16431,202.06367492675781,202.06367492675781,0,false
639,198,199,84142,3,16438,201.95980834960938,201.95980834960938,0,false
640,199,200,84145,4,16441,200.09696960449219,200.09696960449219,0,false
641,190,191,84132,4,16428,257.94308471679688,257.94308471679688,0,false
642,198,199,84137,4,16433,201.32418823242188,201.32418823242188,0,false
643,198,199,84141,4,16437,201.84580993652344,201.84580993652344,0,false
644,186,187,84679,2,16975,854.0596923828125,994.55169677734375,140.49200439453125,false
645,190,191,84138,3,16434,201.57673645019531,201.57673645019531,0,false
646,198,199,84138,3,16434,201.57673645019531,201.57673645019531,0,false
647,198,199,84141,3,16437,202.16667175292969,202.16667175292969,0,false
648,190,191,84133,4,16429,207.03047180175781,207.03047180175781,0,false
649,199,200,84145,3,16441,200.65788269042969,200.65788269042969,0,false
650,198,199,84138,4,16434,201.40493774414062,201.40493774414062,0,false
651,198,199,84139,3,16435,202.00167846679688,202.00167846679688,0,false
652,198,199,84140,4,16436,201.89346313476562,201.89346313476562,0,false
653,200,201,84706,1,17002,171.89523315429688,171.89523315429688,0,false
654,199,200,84136,3,16432,201.05180358886719,201.05180358886719,0,false
655,198,199,84139,4,16435,201.52493286132812,201.52493286132812,0,false
656,198,199,84140,3,16436,202.16455078125,202.16455078125,0,false
657,199,200,84144,4,16440,200.74501037597656,200.74501037597656,0,false
658,191,192,84149,4,16445,199.93708801269531,199.93708801269531,0,false
659,191,192,84132,3,16428,268.68121337890625,268.68121337890625,0,false
660,199,200,84144,3,16440,201.16105651855469,201.16105651855469,0,false
661,184,185,84131,3,16427,232.453857421875,232.453857421875,0,false
662,194,195,84677,2,16973,1446.05126953125,1478.057861328125,32.006591796875,false
663,199,200,84136,4,16432,201.35389709472656,201.35389709472656,0,false
664,194,195,84145,4,16441,200.09696960449219,200.09696960449219,0,false
665,185,186,84140,3,16436,202.16455078125,202.16455078125,0,false
666,199,200,84143,4,16439,201.2158203125,201.2158203125,0,false
667,199,200,84137,3,16433,201.17720031738281,201.17720031738281,0,false
668,199,200,84143,3,16439,201.6207275390625,201.6207275390625,0,false
669,187,188,84142,4,16438,201.68635559082031,201.68635559082031,0,false
670,197,198,84699,2,16995,231.63917541503906,234.46279907226562,2.8236236572265625,false
671,199,200,84142,4,16438,201.68635559082031,201.68635559082031,0,false
672,190,191,84134,3,16430,204.5533447265625,204.5533447265625,0,false
673,199,200,84137,4,16433,201.32418823242188,201.32418823242188,0,false
674,199,200,84142,3,16438,201.95980834960938,201.95980834960938,0,false
675,200,201,84700,2,16996,201.78329467773438,201.78329467773438,0,false
676,199,200,84141,4,16437,201.84580993652344,201.84580993652344,0,false
677,200,201,84699,2,16995,261.83547973632812,270.58367919921875,8.748199462890625,false
678,199,200,84138,3,16434,201.57673645019531,201.57673645019531,0,false
679,190,191,84137,4,16433,201.32418823242188,201.32418823242188,0,false
680,190,191,84147,4,16443,199.17453002929688,199.17453002929688,0,false
681,199,200,84138,4,16434,201.40493774414062,201.40493774414062,0,false
682,199,200,84140,4,16436,201.89346313476562,201.89346313476562,0,false
683,199,200,84141,3,16437,202.16667175292969,202.16667175292969,0,false
684,199,200,84153,3,16449,223.17848205566406,223.17848205566406,0,false
685,200,201,84705,2,17001,172.22897338867188,172.22897338867188,0,false
686,199,200,84139,3,16435,202.00167846679688,202.00167846679688,0,false
687,199,200,84140,3,16436,202.16455078125,202.16455078125,0,false
688,199,200,84139,4,16435,201.52493286132812,201.52493286132812,0,false
689,183,184,84137,4,16433,201.32418823242188,201.32418823242188,0,false
690,200,201,84715,1,17011,173.14070129394531,173.14070129394531,0,false
691,188,189,84680,1,16976,1039.46826171875,1123.130859375,83.66259765625,false
692,194,195,84133,3,16429,209.57473754882812,209.57473754882812,0,false
693,197,198,84150,4,16446,201.81407165527344,201.81407165527344,0,false
694,190,191,84137,3,16433,201.17720031738281,201.17720031738281,0,false
695,190,191,84134,4,16430,203.03425598144531,203.03425598144531,0,false
696,200,201,84705,1,17001,174.6923828125,174.6923828125,0,false
697,194,195,84145,3,16441,200.65788269042969,200.65788269042969,0,false
698,190,191,84136,4,16432,201.35389709472656,201.35389709472656,0,false
699,190,191,84135,3,16431,202.22296142578125,202.22296142578125,0,false
700,190,191,84135,4,16431,202.06367492675781,202.06367492675781,0,false
701,190,191,84136,3,16432,201.05180358886719,201.05180358886719,0,false
702,185,186,84678,2,16974,738.275390625,964.09735107421875,225.82196044921875,false
703,200,201,84704,2,17000,175.920654296875,175.920654296875,0,false
704,190,191,84678,1,16974,1431.13232421875,1456.435546875,25.30322265625,false
705,182,183,84136,3,16432,201.05180358886719,201.05180358886719,0,false
706,200,201,84701,1,16997,197.03854370117188,197.03854370117188,0,false
707,194,195,84144,4,16440,200.74501037597656,200.74501037597656,0,false
708,196,197,84708,1,17004,170.177734375,170.177734375,0,false
709,197,198,84150,3,16446,200.54454040527344,200.54454040527344,0,false
710,200,201,84704,1,17000,177.920654296875,177.920654296875,0,false
711,188,189,84678,2,16974,1175.0242919921875,1254.457275390625,79.4329833984375,false
712,194,195,84132,4,16428,257.94308471679688,257.94308471679688,0,false
713,200,201,84703,2,16999,179.57609558105469,179.57609558105469,0,false
714,197,198,84133,3,16429,209.57473754882812,209.57473754882812,0,false
715,200,201,84703,1,16999,182.79682922363281,182.79682922363281,0,false
716,194,195,84144,3,16440,201.16105651855469,201.16105651855469,0,false
717,186,187,84680,2,16976,802.5849609375,959.58935546875,157.00439453125,false
718,198,199,84711,2,17007,166.05282592773438,166.05282592773438,0,false
719,194,195,84133,4,16429,207.03047180175781,207.03047180175781,0,false
720,197,198,84149,4,16445,199.93708801269531,199.93708801269531,0,false
721,200,201,84702,2,16998,185.27032470703125,185.27032470703125,0,false
722,197,198,84677,2,16973,1607.6666259765625,1640.4552001953125,32.78857421875,false
723,189,190,84680,1,16976,1123.130859375,1194.6826171875,71.5517578125,false
724,190,191,84132,3,16428,268.68121337890625,268.68121337890625,0,false
725,200,201,84701,2,16997,192.02128601074219,192.02128601074219,0,false
726,194,195,84143,4,16439,201.2158203125,201.2158203125,0,false
727,195,196,84679,1,16975,1470.398681640625,1539.632080078125,69.2333984375,false
728,195,196,84153,3,16449,223.17848205566406,223.17848205566406,0,false
729,196,197,84679,1,16975,1539.632080078125,1609.05322265625,69.421142578125,false
730,200,201,84702,1,16998,188.8824462890625,188.8824462890625,0,false
731,193,194,84679,1,16975,1365.88623046875,1435.4349365234375,69.5487060546875,false
732,188,189,84679,2,16975,1045.382568359375,1126.7857666015625,81.4031982421875,false
733,198,199,84679,1,16975,1643.5858154296875,1713.586669921875,70.0008544921875,false
734,200,201,84133,3,16429,209.57473754882812,209.57473754882812,0,false
735,194,195,84143,3,16439,201.6207275390625,201.6207275390625,0,false
736,189,190,84678,2,16974,1254.457275390625,1318.61474609375,64.157470703125,false
737,194,195,84134,3,16430,204.5533447265625,204.5533447265625,0,false
738,197,198,84149,3,16445,199.65434265136719,199.65434265136719,0,false
739,186,187,84142,3,16438,201.95980834960938,201.95980834960938,0,false
740,199,200,84679,1,16975,1713.586669921875,1784.0697021484375,70.4830322265625,false
741,197,198,84132,4,16428,257.94308471679688,257.94308471679688,0,false
742,194,195,84134,4,16430,203.03425598144531,203.03425598144531,0,false
743,194,195,84142,4,16438,201.68635559082031,201.68635559082031,0,false
744,192,193,84132,3,16428,268.68121337890625,268.68121337890625,0,false
745,194,195,84135,3,16431,202.22296142578125,202.22296142578125,0,false
746,197,198,84148,4,16444,199.30021667480469,199.30021667480469,0,false
747,194,195,84142,3,16438,201.95980834960938,201.95980834960938,0,false
748,200,201,84151,4,16447,205.09544372558594,205.09544372558594,0,false
749,191,192,84678,2,16974,1348.365478515625,1407.3983154296875,59.0328369140625,false
750,192,193,84679,1,16975,1295.783203125,1365.88623046875,70.10302734375,false
751,194,195,84135,4,16431,202.06367492675781,202.06367492675781,0,false
752,194,195,84141,4,16437,201.84580993652344,201.84580993652344,0,false
753,189,190,84679,2,16975,1126.7857666015625,1198.9251708984375,72.139404296875,false
754,192,193,84678,2,16974,1407.3983154296875,1466.8763427734375,59.47802734375,false
755,197,198,84133,4,16429,207.03047180175781,207.03047180175781,0,false
756,194,195,84136,3,16432,201.05180358886719,201.05180358886719,0,false
757,194,195,84141,3,16437,202.16667175292969,202.16667175292969,0,false
758,200,201,84677,2,16973,1775.1014404296875,1809.5933837890625,34.491943359375,false
759,197,198,84148,3,16444,199.46234130859375,199.46234130859375,0,false
760,194,195,84136,4,16432,201.35389709472656,201.35389709472656,0,false
761,194,195,84140,4,16436,201.89346313476562,201.89346313476562,0,false
762,194,195,84701,2,16997,192.02128601074219,192.02128601074219,0,false
763,194,195,84137,3,16433,201.17720031738281,201.17720031738281,0,false
764,194,195,84140,3,16436,202.16455078125,202.16455078125,0,false
765,191,192,84679,2,16975,1233.597412109375,1302.902587890625,69.30517578125,false
766,194,195,84139,4,16435,201.52493286132812,201.52493286132812,0,false
767,189,190,84147,3,16443,199.681640625,199.681640625,0,false
768,197,198,84147,4,16443,199.17453002929688,199.17453002929688,0,false
769,200,201,84152,3,16448,208.39920043945312,208.39920043945312,0,false
770,194,195,84137,4,16433,201.32418823242188,201.32418823242188,0,false
771,194,195,84138,3,16434,201.57673645019531,201.57673645019531,0,false
772,193,194,84678,2,16974,1466.8763427734375,1527.8331298828125,60.956787109375,false
773,200,201,84132,4,16428,257.94308471679688,257.94308471679688,0,false
774,194,195,84138,4,16434,201.40493774414062,201.40493774414062,0,false
775,194,195,84139,3,16435,202.00167846679688,202.00167846679688,0,false
776,191,192,84680,1,16976,1228.555908203125,1295.97021484375,67.414306640625,false
777,188,189,84680,2,16976,1015.6654052734375,1101.52490234375,85.8594970703125,false
778,194,195,84701,1,16997,197.03854370117188,197.03854370117188,0,false
779,197,198,84709,2,17005,166.13581848144531,166.13581848144531,0,false
780,193,194,84132,3,16428,268.68121337890625,268.68121337890625,0,false
781,188,189,84145,3,16441,200.65788269042969,200.65788269042969,0,false
782,197,198,84147,3,16443,199.681640625,199.681640625,0,false
783,192,193,84679,2,16975,1302.902587890625,1371.624267578125,68.7216796875,false
784,187,188,84143,3,16439,201.6207275390625,201.6207275390625,0,false
785,195,196,84678,2,16974,1559.230712890625,1622.657470703125,63.4267578125,false
786,195,196,84132,3,16428,268.68121337890625,268.68121337890625,0,false
787,197,198,84146,4,16442,199.54803466796875,199.54803466796875,0,false
788,197,198,84134,3,16430,204.5533447265625,204.5533447265625,0,false
789,190,191,84148,3,16444,199.46234130859375,199.46234130859375,0,false
790,196,197,84132,3,16428,268.68121337890625,268.68121337890625,0,false
791,197,198,84134,4,16430,203.03425598144531,203.03425598144531,0,false
792,197,198,84146,3,16442,200.05628967285156,200.05628967285156,0,false
793,196,197,84678,2,16974,1622.657470703125,1687.4901123046875,64.8326416015625,false
794,193,194,84679,2,16975,1371.624267578125,1440.0296630859375,68.4053955078125,false
795,197,198,84135,3,16431,202.22296142578125,202.22296142578125,0,false
