event_index,previous_global_frame,current_global_frame,odb_element,odb_integration_point,mapped_physical_element,previous_sdv16,current_sdv16,sdv16_signed_change,sdv16_decrease_gt_tolerance
1152,197,198,84681,2,16977,1548.8408203125,1582.9454345703125,34.1046142578125,false
1153,190,191,84682,2,16978,1105.4881591796875,1141.818603515625,36.3304443359375,false
1154,190,191,84683,1,16979,1089.733642578125,1127.1265869140625,37.3929443359375,false
1155,200,201,84697,2,16993,1234.3946533203125,1272.9788818359375,38.584228515625,false
1156,190,191,84148,4,16444,199.30021667480469,199.30021667480469,0,false
1157,197,198,84710,1,17006,170.86392211914062,170.86392211914062,0,false
1158,185,186,84680,1,16976,630.1771240234375,837.54815673828125,207.37103271484375,false
1159,200,201,84681,2,16977,1722.017333984375,1757.456787109375,35.439453125,false
1160,194,195,84682,2,16978,1347.7276611328125,1382.039306640625,34.3116455078125,false
1161,189,190,84685,2,16981,798.02215576171875,962.61962890625,164.59747314453125,false
1162,197,198,84682,1,16978,1536.43408203125,1570.5804443359375,34.1463623046875,false
1163,194,195,84683,1,16979,1334.5330810546875,1368.93212890625,34.3990478515625,false
1164,190,191,84683,2,16979,1066.555419921875,1106.181396484375,39.6259765625,false
1165,188,189,84684,1,16980,765.9737548828125,938.41400146484375,172.44024658203125,false
1166,190,191,84684,1,16980,1048.4437255859375,1090.2303466796875,41.78662109375,false
1167,195,196,84694,2,16990,922.7156982421875,1054.4913330078125,131.775634765625,false
1168,200,201,84153,3,16449,223.17848205566406,236.14646911621094,12.967987060546875,false
1169,200,201,84682,1,16978,1709.8033447265625,1745.2772216796875,35.473876953125,false
1170,197,198,84682,2,16978,1518.927490234375,1553.1492919921875,34.2218017578125,false
1171,190,191,84684,2,16980,1020.547119140625,1066.55419921875,46.007080078125,false
1172,199,200,84696,2,16992,1192.220703125,1270.9344482421875,78.7137451171875,false
1173,200,201,84682,2,16978,1692.6488037109375,1728.1865234375,35.5377197265625,false
1174,197,198,84683,1,16979,1506.1094970703125,1540.393310546875,34.2838134765625,false
1175,194,195,84683,2,16979,1316.601318359375,1351.134765625,34.533447265625,false
1176,190,191,84685,1,16981,998.0841064453125,1048.0997314453125,50.015625,false
1177,190,191,84685,2,16981,962.61962890625,1019.7811279296875,57.1614990234375,false
1178,199,200,84155,4,16451,1009.0714111328125,1117.4710693359375,108.399658203125,false
1179,200,201,84683,1,16979,1680.11865234375,1715.708251953125,35.589599609375,false
1180,197,198,84683,2,16979,1488.7354736328125,1523.1077880859375,34.372314453125,false
1181,194,195,84684,1,16980,1303.4017333984375,1338.0418701171875,34.64013671875,false
1182,189,190,84679,1,16975,1118.405029296875,1190.03759765625,71.632568359375,false
1183,200,201,84683,2,16979,1663.151123046875,1698.8128662109375,35.6617431640625,false
1184,194,195,84684,2,16980,1285.2554931640625,1320.06298828125,34.8074951171875,false
1185,192,193,84690,1,16986,857.07794189453125,1007.577880859375,150.49993896484375,false
1186,182,183,84136,4,16432,201.35389709472656,201.35389709472656,0,false
1187,197,198,84684,1,16980,1475.9739990234375,1510.4154052734375,34.44140625,false
1188,200,201,84684,1,16980,1650.706298828125,1686.4241943359375,35.7178955078125,false
1189,197,198,84684,2,16980,1458.48388671875,1493.024658203125,34.540771484375,false
1190,194,195,84685,1,16981,1271.95458984375,1306.8958740234375,34.9412841796875,false
1191,190,191,84686,1,16982,933.22296142578125,996.91668701171875,63.6937255859375,false
1192,200,201,84684,2,16980,1633.6697998046875,1669.4676513671875,35.7978515625,false
1193,197,198,84685,1,16981,1445.6962890625,1480.3134765625,34.6171875,false
1194,200,201,84685,1,16981,1621.2305908203125,1657.0897216796875,35.859130859375,false
1195,194,195,84685,2,16981,1253.7186279296875,1288.8795166015625,35.160888671875,false
1196,194,195,84130,3,16426,47.572231292724609,47.572231292724609,0,false
1197,197,198,84685,2,16981,1428.243896484375,1462.969970703125,34.72607421875,false
1198,194,195,84686,1,16982,1240.3148193359375,1275.656005859375,35.3411865234375,false
1199,197,198,84686,1,16982,1415.4613037109375,1450.2708740234375,34.8095703125,false
1200,200,201,84686,1,16982,1591.864013671875,1627.8741455078125,36.0101318359375,false
1201,194,195,84686,2,16982,1221.8057861328125,1257.462646484375,35.6568603515625,false
1202,193,194,84692,1,16988,871.49517822265625,1018.6912841796875,147.19610595703125,false
1203,198,199,84696,2,16992,1105.676025390625,1192.220703125,86.544677734375,false
1204,199,200,84154,4,16450,964.698486328125,1105.603759765625,140.9052734375,false
1205,200,201,84685,2,16981,1604.27001953125,1640.2147216796875,35.9447021484375,false
1206,197,198,84686,2,16982,1397.9468994140625,1432.87646484375,34.9295654296875,false
1207,200,201,84686,2,16982,1574.8856201171875,1610.9879150390625,36.102294921875,false
1208,194,195,84687,1,16983,1208.239501953125,1244.1610107421875,35.9215087890625,false
1209,197,198,84687,1,16983,1385.1756591796875,1420.1956787109375,35.02001953125,false
1210,200,201,84687,1,16983,1562.516845703125,1598.688232421875,36.17138671875,false
1211,186,187,84142,4,16438,201.68635559082031,201.68635559082031,0,false
1212,194,195,84687,2,16983,1189.4979248046875,1225.90380859375,36.4058837890625,false
1213,197,198,84687,2,16983,1367.76123046875,1402.910400390625,35.149169921875,false
1214,200,201,84687,2,16983,1545.6673583984375,1581.9342041015625,36.266845703125,false
1215,197,198,84688,1,16984,1355.0291748046875,1390.2763671875,35.2471923828125,false
1216,200,201,84688,1,16984,1533.36181640625,1569.700439453125,36.338623046875,false
1217,200,201,84689,1,16985,1504.204345703125,1540.71923828125,36.514892578125,false
1218,190,191,84686,2,16982,886.91436767578125,960.94775390625,74.03338623046875,false
1219,194,195,84688,1,16984,1175.66650390625,1212.493408203125,36.826904296875,false
1220,197,198,84688,2,16984,1337.5704345703125,1372.9617919921875,35.391357421875,false
1221,200,201,84688,2,16984,1516.5145263671875,1552.953857421875,36.4393310546875,false
1222,197,198,84689,1,16985,1324.798095703125,1360.2994384765625,35.5013427734375,false
1223,200,201,84691,1,16987,1445.7796630859375,1482.6761474609375,36.896484375,false
1224,195,196,84695,1,16991,886.11199951171875,1032.947265625,146.83526611328125,false
1225,194,195,84688,2,16984,1156.2567138671875,1193.8843994140625,37.627685546875,false
1226,194,195,84689,1,16985,1141.8223876953125,1180.159912109375,38.3375244140625,false
1227,194,195,84689,2,16985,1121.273193359375,1160.968505859375,39.6953125,false
1228,197,198,84689,2,16985,1307.3011474609375,1342.9678955078125,35.666748046875,false
1229,200,201,84689,2,16985,1487.3753662109375,1523.9957275390625,36.620361328125,false
1230,197,198,84690,1,16986,1294.4791259765625,1330.2738037109375,35.794677734375,false
1231,200,201,84690,1,16986,1475.06103515625,1511.7607421875,36.69970703125,false
1232,197,198,84690,2,16986,1276.8109130859375,1312.808349609375,35.9974365234375,false
1233,200,201,84690,2,16986,1458.1524658203125,1494.9644775390625,36.81201171875,false
1234,200,201,84692,1,16988,1416.2659912109375,1453.3748779296875,37.10888671875,false
1235,200,201,84154,4,16450,1105.603759765625,1162.2080078125,56.604248046875,false
1236,199,200,84157,3,16453,963.05224609375,1075.0208740234375,111.9686279296875,false
1237,194,195,84690,1,16986,1105.782958984375,1146.7025146484375,40.9195556640625,false
1238,194,195,84690,2,16986,1083.1009521484375,1126.345947265625,43.2449951171875,false
1239,194,195,84691,1,16987,1065.6981201171875,1111.0482177734375,45.35009765625,false
1240,197,198,84691,1,16987,1263.85595703125,1300.0130615234375,36.1571044921875,false
1241,197,198,84691,2,16987,1245.9617919921875,1282.386962890625,36.4251708984375,false
1242,200,201,84691,2,16987,1428.7900390625,1465.806884765625,37.016845703125,false
1243,194,195,84692,1,16988,1018.6912841796875,1071.4759521484375,52.78466796875,false
1244,200,201,84692,2,16988,1399.024658203125,1436.26708984375,37.242431640625,false
1245,200,201,84693,1,16989,1386.3385009765625,1423.681640625,37.3431396484375,false
1246,200,201,84695,2,16991,1305.1865234375,1343.3306884765625,38.1441650390625,false
1247,196,197,84696,2,16992,912.50958251953125,1054.8427734375,142.33319091796875,false
1248,187,188,84130,3,16426,47.572231292724609,47.572231292724609,0,false
1249,199,200,84156,4,16452,975.73883056640625,1085.9910888671875,110.25225830078125,false
1250,194,195,84691,2,16987,1039.455078125,1088.69384765625,49.23876953125,false
1251,197,198,84692,1,16988,1232.72412109375,1269.367431640625,36.643310546875,false
1252,197,198,84692,2,16988,1214.302978515625,1251.3416748046875,37.0386962890625,false
1253,200,201,84693,2,16989,1368.7789306640625,1406.2718505859375,37.492919921875,false
1254,200,201,84694,1,16990,1355.7801513671875,1393.39111328125,37.6109619140625,false
1255,200,201,84694,2,16990,1337.6854248046875,1375.4833984375,37.7979736328125,false
1256,200,201,84695,1,16991,1324.1861572265625,1362.1123046875,37.9261474609375,false
1257,200,201,84696,1,16992,1291.0538330078125,1329.4161376953125,38.3623046875,false
1258,197,198,84697,1,16993,1031.767333984375,1089.4287109375,57.661376953125,false
1259,200,201,84697,1,16993,1257.967529296875,1296.352783203125,38.38525390625,false
1260,200,201,84698,1,16994,1227.2933349609375,1270.109130859375,42.8157958984375,false
1261,197,198,84130,3,16426,47.572231292724609,47.572231292724609,0,false
1262,194,195,84692,2,16988,986.35980224609375,1045.421875,59.06207275390625,false
1263,197,198,84693,1,16989,1200.6854248046875,1238.050048828125,37.3646240234375,false
1264,197,198,84693,2,16989,1181.4395751953125,1219.4510498046875,38.011474609375,false
1265,197,198,84695,2,16991,1106.15185546875,1149.399658203125,43.247802734375,false
1266,194,195,84693,1,16989,960.1812744140625,1024.912109375,64.7308349609375,false
1267,197,198,84694,1,16990,1167.043212890625,1205.606689453125,38.5634765625,false
1268,197,198,84694,2,16990,1146.1024169921875,1185.8646240234375,39.76220703125,false
1269,197,198,84695,1,16991,1130.3338623046875,1171.1505126953125,40.816650390625,false
1270,197,198,84696,1,16992,1087.39599609375,1132.8179931640625,45.4219970703125,false
1271,200,201,84130,3,16426,47.572231292724609,47.572231292724609,0,false
1272,200,201,84696,2,16992,1270.9344482421875,1309.7769775390625,38.842529296875,false
1273,196,197,84697,1,16993,863.09576416015625,1031.767333984375,168.67156982421875,false
1274,200,201,84155,4,16451,1117.4710693359375,1161.3721923828125,43.901123046875,false
1275,200,201,84157,3,16453,1075.0208740234375,1120.6376953125,45.6168212890625,false
1276,190,191,84687,1,16983,848.9678955078125,931.49957275390625,82.53167724609375,false
1277,194,195,84693,2,16989,918.450439453125,992.53326416015625,74.08282470703125,false
1278,196,197,84697,2,16993,771.85870361328125,978.33349609375,206.47479248046875,false
1279,200,201,84156,4,16452,1085.9910888671875,1131.2918701171875,45.30078125,false
1280,187,188,84683,1,16979,772.2232666015625,866.39483642578125,94.17156982421875,false
1281,188,189,84145,4,16441,200.09696960449219,200.09696960449219,0,false
1282,199,200,84157,4,16453,942.94342041015625,1058.35107421875,115.40765380859375,false
1283,194,195,84678,1,16974,1600.9796142578125,1628.1875,27.2078857421875,false
1284,195,196,84678,1,16974,1628.1875,1684.8287353515625,56.6412353515625,false
1285,197,198,84696,2,16992,1054.8427734375,1105.676025390625,50.833251953125,false
1286,200,201,84157,4,16453,1058.35107421875,1104.72802734375,46.376953125,false
1287,189,190,84147,4,16443,199.17453002929688,199.17453002929688,0,false
1288,191,192,84678,3,16974,1382.2247314453125,1435.02685546875,52.8021240234375,false
1289,186,187,84130,3,16426,47.572231292724609,47.572231292724609,0,false
1290,199,200,84156,3,16452,990.0517578125,1099.5413818359375,109.4896240234375,false
1291,200,201,84156,3,16452,1099.5413818359375,1144.7880859375,45.2467041015625,false
1292,200,201,84158,3,16454,1045.20947265625,1092.33837890625,47.12890625,false
1293,200,201,84158,4,16454,1025.8062744140625,1074.3548583984375,48.548583984375,false
1294,191,192,84688,2,16984,792.37054443359375,964.61004638671875,172.239501953125,false
1295,184,185,84129,4,16425,0.42517545819282532,0.42517545819282532,0,false
1296,200,201,84159,3,16455,1011.0294189453125,1060.8367919921875,49.807373046875,false
1297,200,201,84699,1,16995,871.4656982421875,916.35321044921875,44.88751220703125,false
