step,frame,global_frame,step_time,rp_u2,rp_rf2,odb_element,odb_integration_point,source_storage_ip,mapped_physical_element,centroid_x,centroid_y,relation_to_worst_event,sdv14,sdv15,sdv16,abs_sdv14_minus_sdv15
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84676,4,3,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.96527504920959473,0.96742767095565796,292.00448608398438,0.0021526217460632324
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84677,1,1,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,1.0053448677062988,1.00548255443573,617.24920654296875,0.00013768672943115234
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84677,2,2,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,1.0014313459396362,1.0014040470123291,1002.5615234375,2.7298927307128906e-05
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84677,3,4,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,0.99305498600006104,0.99423640966415405,617.49285888671875,0.0011814236640930176
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84677,4,3,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,0.99568897485733032,0.99608278274536133,1004.6046142578125,0.00039380788803100586
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84678,1,1,16974,0.0015,0.00050000000000000001,crack_path_context,1.0001873970031738,1.0001200437545776,1262.5372314453125,6.7353248596191406e-05
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84678,2,2,16974,0.0015,0.00050000000000000001,crack_path_context,1.0007023811340332,1.0006903409957886,1175.0242919921875,1.2040138244628906e-05
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84678,3,4,16974,0.0015,0.00050000000000000001,crack_path_context,0.99674826860427856,0.9968644380569458,1175.41552734375,0.00011616945266723633
Step-2,87,188,0.87058824300765991,0.0064799999818205833,0.75836431980133057,84678,4,3,16974,0.0015,0.00050000000000000001,crack_path_context,0.99700814485549927,0.99715375900268555,1092.1361083984375,0.0001456141471862793
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,83585,1,1,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.85434252023696899,0.85437947511672974,2.5626449584960938,3.6954879760742188e-05
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,83585,2,2,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.88029170036315918,0.88032090663909912,3.1566281318664551,2.9206275939941406e-05
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,83585,3,4,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.94067823886871338,0.94074398279190063,2.4745321273803711,6.5743923187255859e-05
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,83585,4,3,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.95424890518188477,0.95428657531738281,3.0100438594818115,3.7670135498046875e-05
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84130,1,1,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.86723858118057251,0.86725276708602905,8.6782331466674805,1.4185905456542969e-05
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84130,2,2,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.94830417633056641,0.94830739498138428,140.02508544921875,3.2186508178710938e-06
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84130,3,4,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.90553480386734009,0.90553021430969238,47.572231292724609,4.5895576477050781e-06
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84130,4,3,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.97657686471939087,0.97639507055282593,150.66653442382812,0.00018179416656494141
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84131,1,1,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.98011094331741333,0.98011142015457153,232.23213195800781,4.76837158203125e-07
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84131,2,2,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.98594319820404053,0.98594707250595093,222.65171813964844,3.8743019104003906e-06
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84131,3,4,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,1.0015072822570801,1.0013006925582886,232.453857421875,0.00020658969879150391
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84131,4,3,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.99857646226882935,0.99847942590713501,220.88490295410156,9.7036361694335938e-05
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84132,1,1,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.98830997943878174,0.98831444978713989,232.14762878417969,4.4703483581542969e-06
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84132,2,2,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.98894381523132324,0.98894667625427246,222.09455871582031,2.86102294921875e-06
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84132,3,4,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.99775773286819458,0.99770742654800415,268.68121337890625,5.0306320190429688e-05
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84132,4,3,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.998451828956604,0.99841958284378052,257.94308471679688,3.2246112823486328e-05
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84676,1,1,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.94259387254714966,0.94677931070327759,120.90109252929688,0.0041854381561279297
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84676,2,2,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.98981451988220215,0.99098062515258789,414.50848388671875,0.0011661052703857422
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84676,3,4,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.89987123012542725,0.90363091230392456,23.504215240478516,0.0037596821784973145
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84676,4,3,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.96939259767532349,0.97123998403549194,360.8709716796875,0.001847386360168457
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84677,1,1,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,1.0055644512176514,1.0056000947952271,738.54425048828125,3.5643577575683594e-05
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84677,2,2,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,1.0013734102249146,1.0013396739959717,1127.7802734375,3.3736228942871094e-05
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84677,3,4,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,0.99525243043899536,0.99615681171417236,737.53363037109375,0.00090438127517700195
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84677,4,3,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,0.99638158082962036,0.99662166833877563,1127.697265625,0.00024008750915527344
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84678,1,1,16974,0.0015,0.00050000000000000001,crack_path_context,1.0000648498535156,1.0000190734863281,1366.3177490234375,4.57763671875e-05
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84678,2,2,16974,0.0015,0.00050000000000000001,crack_path_context,1.0006805658340454,1.0006716251373291,1254.457275390625,8.9406967163085938e-06
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84678,3,4,16974,0.0015,0.00050000000000000001,crack_path_context,0.99691992998123169,0.99694174528121948,1283.0345458984375,2.1815299987792969e-05
Step-2,88,189,0.88235294818878174,0.0065000001341104507,0.75780725479125977,84678,4,3,16974,0.0015,0.00050000000000000001,crack_path_context,0.99726170301437378,0.99735128879547119,1176.0523681640625,8.9585781097412109e-05
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,83585,1,1,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.85441547632217407,0.85445177555084229,2.5626449584960938,3.6299228668212891e-05
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,83585,2,2,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.88034790754318237,0.88037395477294922,3.1566281318664551,2.6047229766845703e-05
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,83585,3,4,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.94080990552902222,0.94087743759155273,2.4745321273803711,6.7532062530517578e-05
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,83585,4,3,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.95431959629058838,0.95435011386871338,3.0100438594818115,3.0517578125e-05
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84130,1,1,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.8672669529914856,0.86728143692016602,8.6782331466674805,1.4483928680419922e-05
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84130,2,2,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.94831043481826782,0.94831341505050659,140.02508544921875,2.9802322387695312e-06
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84130,3,4,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.90552526712417603,0.90551990270614624,47.572231292724609,5.3644180297851562e-06
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84130,4,3,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.97620683908462524,0.97600972652435303,150.66653442382812,0.0001971125602722168
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84131,1,1,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.98011159896850586,0.98011153936386108,232.23213195800781,5.9604644775390625e-08
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84131,2,2,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.98595046997070312,0.985953688621521,222.65171813964844,3.2186508178710938e-06
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84131,3,4,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,1.001091480255127,1.0008754730224609,232.453857421875,0.00021600723266601562
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84131,4,3,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.99839597940444946,0.99831992387771606,220.88490295410156,7.6055526733398438e-05
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84132,1,1,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.98831850290298462,0.98832231760025024,232.14762878417969,3.814697265625e-06
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84132,2,2,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.98894917964935303,0.98895144462585449,222.09455871582031,2.2649765014648438e-06
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84132,3,4,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.99767261743545532,0.99764758348464966,268.68121337890625,2.5033950805664062e-05
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84132,4,3,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.99839192628860474,0.99836611747741699,257.94308471679688,2.5808811187744141e-05
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84676,1,1,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.95054000616073608,0.95400553941726685,147.21571350097656,0.0034655332565307617
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84676,2,2,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.99199157953262329,0.99289035797119141,510.5550537109375,0.00089877843856811523
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84676,3,4,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.90707069635391235,0.91030550003051758,29.064535140991211,0.0032348036766052246
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84676,4,3,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.97287052869796753,0.97435528039932251,436.791259765625,0.0014847517013549805
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84677,1,1,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,1.0055941343307495,1.0055547952651978,856.555908203125,3.9339065551757812e-05
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84677,2,2,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,1.0013053417205811,1.0012696981430054,1216.6832275390625,3.5643577575683594e-05
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84677,3,4,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,0.99691569805145264,0.99757498502731323,857.44171142578125,0.0006592869758605957
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84677,4,3,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,0.99680835008621216,0.99696242809295654,1218.52294921875,0.00015407800674438477
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84678,1,1,16974,0.0015,0.00050000000000000001,crack_path_context,0.99998414516448975,0.99995690584182739,1431.13232421875,2.7239322662353516e-05
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84678,2,2,16974,0.0015,0.00050000000000000001,crack_path_context,1.0006633996963501,1.0006551742553711,1318.61474609375,8.2254409790039062e-06
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84678,3,4,16974,0.0015,0.00050000000000000001,crack_path_context,0.99694520235061646,0.99694079160690308,1353.7626953125,4.4107437133789062e-06
Step-2,89,190,0.89411765336990356,0.0065199998207390308,0.75719499588012695,84678,4,3,16974,0.0015,0.00050000000000000001,crack_path_context,0.99742621183395386,0.99749428033828735,1245.65625,6.8068504333496094e-05
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,83585,1,1,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.85445177555084229,0.85448610782623291,2.5626449584960938,3.4332275390625e-05
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,83585,2,2,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.88037395477294922,0.88039791584014893,3.1566281318664551,2.3961067199707031e-05
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,83585,3,4,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.94087743759155273,0.94094210863113403,2.4745321273803711,6.4671039581298828e-05
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,83585,4,3,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.95435011386871338,0.95437729358673096,3.0100438594818115,2.7179718017578125e-05
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84130,1,1,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.86728143692016602,0.86729532480239868,8.6782331466674805,1.3887882232666016e-05
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84130,2,2,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.94831341505050659,0.94831615686416626,140.02508544921875,2.7418136596679688e-06
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84130,3,4,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.90551990270614624,0.90551459789276123,47.572231292724609,5.3048133850097656e-06
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84130,4,3,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.97600972652435303,0.97581839561462402,150.66653442382812,0.00019133090972900391
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84131,1,1,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.98011153936386108,0.98011136054992676,232.23213195800781,1.7881393432617188e-07
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84131,2,2,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.985953688621521,0.98595649003982544,222.65171813964844,2.8014183044433594e-06
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84131,3,4,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,1.0008754730224609,1.0006676912307739,232.453857421875,0.00020778179168701172
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84131,4,3,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.99831992387771606,0.99825310707092285,220.88490295410156,6.6816806793212891e-05
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84132,1,1,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.98832231760025024,0.98832577466964722,232.14762878417969,3.4570693969726562e-06
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84132,2,2,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.98895144462585449,0.98895353078842163,222.09455871582031,2.0861625671386719e-06
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84132,3,4,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.99764758348464966,0.99763011932373047,268.68121337890625,1.7464160919189453e-05
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84132,4,3,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.99836611747741699,0.99834251403808594,257.94308471679688,2.3603439331054688e-05
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84676,1,1,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.95400553941726685,0.95700544118881226,160.57499694824219,0.0029999017715454102
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84676,2,2,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.99289035797119141,0.9936409592628479,559.36639404296875,0.00075060129165649414
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84676,3,4,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.91030550003051758,0.91316699981689453,31.935537338256836,0.0028614997863769531
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84676,4,3,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.97435528039932251,0.9756312370300293,474.84329223632812,0.0012759566307067871
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84677,1,1,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,1.0055547952651978,1.0054923295974731,912.62103271484375,6.2465667724609375e-05
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84677,2,2,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,1.0012696981430054,1.0012352466583252,1253.22705078125,3.4451484680175781e-05
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84677,3,4,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,0.99757498502731323,0.99811726808547974,914.90545654296875,0.00054228305816650391
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84677,4,3,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,0.99696242809295654,0.99708622694015503,1256.5946044921875,0.00012379884719848633
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84678,1,1,16974,0.0015,0.00050000000000000001,crack_path_context,0.99995690584182739,0.99993705749511719,1456.435546875,1.9848346710205078e-05
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84678,2,2,16974,0.0015,0.00050000000000000001,crack_path_context,1.0006551742553711,1.0006473064422607,1348.365478515625,7.8678131103515625e-06
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84678,3,4,16974,0.0015,0.00050000000000000001,crack_path_context,0.99694079160690308,0.99693554639816284,1382.2247314453125,5.245208740234375e-06
Step-2,90,191,0.89999997615814209,0.0065299998968839645,0.75685238838195801,84678,4,3,16974,0.0015,0.00050000000000000001,crack_path_context,0.99749428033828735,0.99755507707595825,1278.1728515625,6.0796737670898438e-05
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,83585,1,1,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.85451948642730713,0.85455012321472168,2.5626449584960938,3.0636787414550781e-05
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,83585,2,2,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.88042080402374268,0.88044166564941406,3.1566281318664551,2.0861625671386719e-05
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,83585,3,4,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.94100546836853027,0.94106394052505493,2.4745321273803711,5.8472156524658203e-05
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,83585,4,3,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.9544026255607605,0.95442527532577515,3.0100438594818115,2.2649765014648438e-05
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84130,1,1,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.86730891466140747,0.8673214316368103,8.6782331466674805,1.2516975402832031e-05
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84130,2,2,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.94831877946853638,0.94832122325897217,140.02508544921875,2.4437904357910156e-06
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84130,3,4,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.90550923347473145,0.90550422668457031,47.572231292724609,5.0067901611328125e-06
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84130,4,3,16426,-0.00050000000000000001,-0.00050000035000000002,face_neighbor,0.97562932968139648,0.97545403242111206,150.66653442382812,0.00017529726028442383
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84131,1,1,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.98011106252670288,0.980110764503479,232.23213195800781,2.9802322387695312e-07
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84131,2,2,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.98595917224884033,0.98596161603927612,222.65171813964844,2.4437904357910156e-06
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84131,3,4,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,1.0004634857177734,1.0002747774124146,232.453857421875,0.00018870830535888672
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84131,4,3,16427,0.00050000000000000001,-0.00050000035000000002,worst_element+crack_path_context,0.9981914758682251,0.99813669919967651,220.88490295410156,5.4776668548583984e-05
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84132,1,1,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.98832905292510986,0.98833197355270386,232.14762878417969,2.9206275939941406e-06
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84132,2,2,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.98895543813705444,0.98895722627639771,222.09455871582031,1.7881393432617188e-06
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84132,3,4,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.99761700630187988,0.99760711193084717,268.68121337890625,9.8943710327148438e-06
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84132,4,3,16428,0.0015,-0.00050000035000000002,face_neighbor+crack_path_context,0.99831968545913696,0.9982982873916626,257.94308471679688,2.1398067474365234e-05
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84676,1,1,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.95968633890151978,0.96196073293685913,186.89035034179688,0.0022743940353393555
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84676,2,2,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.99428856372833252,0.99481922388076782,655.46600341796875,0.00053066015243530273
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84676,3,4,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.91578179597854614,0.91804981231689453,37.679584503173828,0.0022680163383483887
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84676,4,3,16972,-0.00050000000000000001,0.00050000000000000001,crack_path_context,0.97676706314086914,0.97772938013076782,549.07000732421875,0.00096231698989868164
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84677,1,1,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,1.0054124593734741,1.0053251981735229,1019.4296875,8.7261199951171875e-05
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84677,2,2,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,1.0012012720108032,1.0011696815490723,1320.023681640625,3.1590461730957031e-05
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84677,3,4,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,0.99858087301254272,0.9989592432975769,1024.4720458984375,0.00037837028503417969
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84677,4,3,16973,0.00050000000000000001,0.00050000000000000001,face_neighbor+crack_path_context,0.99719202518463135,0.99728071689605713,1326.36376953125,8.869171142578125e-05
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84678,1,1,16974,0.0015,0.00050000000000000001,crack_path_context,0.99992233514785767,0.99991202354431152,1503.0419921875,1.0311603546142578e-05
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84678,2,2,16974,0.0015,0.00050000000000000001,crack_path_context,1.0006394386291504,1.0006318092346191,1407.3983154296875,7.62939453125e-06
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84678,3,4,16974,0.0015,0.00050000000000000001,crack_path_context,0.99693262577056885,0.99693417549133301,1435.02685546875,1.5497207641601562e-06
Step-2,91,192,0.91176468133926392,0.0065500000491738319,0.75615906715393066,84678,4,3,16974,0.0015,0.00050000000000000001,crack_path_context,0.99761277437210083,0.99766594171524048,1342.5794677734375,5.3167343139648438e-05
Step-2,92,193,0.92352938652038574,0.0065700002014636993,0.75541102886199951,83585,1,1,15881,0.00050000000000000001,-0.0015000006999999998,face_neighbor,0.85457926988601685,0.85460567474365234,2.5626449584960938,2.6404857635498047e-05
