element,bulk_energy_from_SDV12,bulk_energy_from_stress_strain,undamaged_bulk_energy_from_SDV13,relative_sdv12_vs_stress_strain
2947,2.4473042222633796e-08,2.4473042415661084e-08,2.5047309620011135e-08,7.887343323695588e-09
2948,2.1337070885629486e-08,2.1337070649016007e-08,2.1764055396656493e-08,1.1089314003869941e-08
2949,2.399343924727247e-08,2.3993438435783525e-08,2.4547301302922426e-08,3.3821284991242285e-08
2950,2.2984865182891493e-08,2.2984865904157902e-08,2.3494262327966935e-08,3.138005727163729e-08
2951,2.353313379072026e-08,2.3533134038592508e-08,2.4068323602736434e-08,1.0532904249788173e-08
2952,2.1796127457340166e-08,2.1796127851844997e-08,2.2240661518995716e-08,1.8099766781988773e-08
2953,2.2028126444462193e-08,2.2028126384986292e-08,2.247085738615285e-08,2.699998152319961e-09
2954,2.2780237065472258e-08,2.2780236835832914e-08,2.326990417523079e-08,1.0080638897955718e-08
2955,2.4607117606263512e-08,2.460711834008413e-08,2.5117887589673425e-08,2.982147717598584e-08
2956,2.1932792447316907e-08,2.193279286063142e-08,2.237624944866358e-08,1.8844591154462873e-08
2957,2.1906032265242843e-08,2.1906032498120153e-08,2.2354475509516803e-08,1.0630738784280116e-08
2958,2.2022265480893994e-08,2.2022265877871695e-08,2.2474969520637557e-08,1.8026196883936937e-08
2959,2.1814325529648458e-08,2.181432540290574e-08,2.2274774982866747e-08,5.810068142175364e-09
2960,2.2442127445080908e-08,2.244212746973224e-08,2.290168140684339e-08,1.0984400764182109e-09
2961,2.117978552755975e-08,2.117978543607746e-08,2.1605462220052922e-08,4.319320948230042e-09
2962,2.1023358203329307e-08,2.102335800718236e-08,2.144364305277641e-08,9.329953119350156e-09
2963,2.3459850173736716e-08,2.3459850071679556e-08,2.3935421995762037e-08,4.350290364566831e-09
2964,2.2135584902872175e-08,2.213558523824721e-08,2.2592729930285022e-08,1.5150945058068155e-08
2965,2.208121500835435e-08,2.2081215424479084e-08,2.252666196735975e-08,1.884519156823696e-08
2966,2.0973845119038814e-08,2.09738455496492e-08,2.1392577426953898e-08,2.0530826522357725e-08
2967,2.1728467867754094e-08,2.1728467993486057e-08,2.216384621546045e-08,5.786508404044433e-09
2968,2.22496379675031e-08,2.2249637963675473e-08,2.2711502577260625e-08,1.7203093771444274e-10
2969,2.1708454069088987e-08,2.170845427838764e-08,2.2163389198278097e-08,9.64134290604319e-09
2970,2.395319908301626e-08,2.3953199197340988e-08,2.449767680830617e-08,4.7728375434124075e-09
2971,2.2822662595780628e-08,2.2822663075771726e-08,2.3317793452299547e-08,2.1031336122894577e-08
2972,2.239447856557619e-08,2.23944778685798e-08,2.286200221811969e-08,3.112358199894438e-08
2973,2.1136166751603904e-08,2.1136167126773305e-08,2.1555533400069223e-08,1.775011519742796e-08
2974,2.1079885050941823e-08,2.1079884513062253e-08,2.1502519143653217e-08,2.551624777301886e-08
2975,2.7166702953372625e-08,2.716670312818662e-08,2.7876162079043973e-08,6.4348623394494744e-09
2976,2.1130410153825924e-08,2.1130410017983376e-08,2.154949764557766e-08,6.42877006533474e-09
2977,2.3674464630251897e-08,2.367446477866268e-08,2.4139992754569832e-08,6.268812613901663e-09
2978,2.1287573516273197e-08,2.1287573986622003e-08,2.1710785726157437e-08,2.2094993373242952e-08
2979,2.7935169047557634e-08,2.7935168566778186e-08,2.871916707599285e-08,1.7210543705445806e-08
2980,4.428739539006406e-08,4.4287395602431506e-08,4.647672836095015e-08,4.795211877324605e-09
2981,2.897777417515356e-08,2.8977773466608084e-08,2.9804624954729183e-08,2.4451342310243404e-08
2982,2.7660709306554603e-08,2.766070908878982e-08,2.8402982344501787e-08,7.872711431526696e-09
2983,3.085748932027688e-08,3.0857489668668716e-08,3.180353202109843e-08,1.1290349328208532e-08
2984,2.424067570246948e-08,2.424067575472694e-08,2.472270373011297e-08,2.155775688004383e-09
2985,1.9345213336195682e-08,1.9345213449381952e-08,1.972509885229084e-08,5.850866939609656e-09
2986,2.3466276771279897e-08,2.3466276779838848e-08,2.393081770388499e-08,3.6473405538295465e-10
2987,4.110094554483782e-08,4.110094466474134e-08,4.1888156795515e-08,2.1413047063444405e-08
2988,2.674872516461209e-08,2.674872370235062e-08,2.7268440594420986e-08,5.4666585512545327e-08
2989,4.497280139517554e-08,4.497280028962968e-08,4.693342942098551e-08,2.458254381747828e-08
2990,4.505548927926761e-08,4.505549038568644e-08,4.7141152167124895e-08,2.4556803580079674e-08
2991,4.1647053879473835e-08,4.1647054391203536e-08,4.243240230735671e-08,1.2287296384171636e-08
2992,7.217249580578354e-08,7.217249365658088e-08,7.354492320252723e-08,2.9778693946037807e-08
2993,1.231964083361988e-07,1.2319640903783991e-07,1.3057650195337754e-07,5.695304950577976e-09
2994,2.0446517058429056e-07,2.044651672258216e-07,2.1474068187611163e-07,1.642562863056242e-08
2995,3.490598632789188e-07,3.490598641418294e-07,3.58433386227325e-07,2.4720991110566808e-09
2996,2.2207901017631663e-07,2.2207901395633573e-07,2.238725818877999e-07,1.702105494860051e-08
2997,8.957959186559032e-08,8.957959304614606e-08,9.132912406218091e-08,1.3178846769407467e-08
2998,4.3283466992932944e-08,4.328346749127702e-08,4.482309535034391e-08,1.1513497133104603e-08
2999,3.925491233536446e-08,3.925491179234211e-08,4.064166182379747e-08,1.3833232957706793e-08
3000,4.6523246524665996e-08,4.6523246545985855e-08,4.8341586284901256e-08,4.582624939122971e-10
3001,2.6670494391821237e-08,2.6670494171440963e-08,2.719431645174446e-08,8.2630742153308e-09
3002,2.5032830029718504e-08,2.5032830014303894e-08,2.5526462856671363e-08,6.157757616018342e-10
3003,2.4133511994175182e-08,2.4133512037080508e-08,2.4612885580048457e-08,1.7778318216962435e-09
3004,2.5066118193802103e-08,2.5066118737265523e-08,2.5565078852341805e-08,2.1681195454342176e-08
3005,3.642123845883501e-08,3.6421238170208513e-08,3.7650703150388204e-08,7.924675514685112e-09
3006,2.085573081343781e-08,2.0855730817587255e-08,2.127167098390159e-08,1.9895949463706663e-10
3007,2.8062301078231774e-08,2.8062302091091353e-08,2.8788755319497617e-08,3.6093246203949596e-08
3008,2.988752730105982e-08,2.988752734930288e-08,3.0770292173985084e-08,1.6141535809256048e-09
3009,3.407912760448637e-08,3.407912767884441e-08,3.518203155225152e-08,2.1819233546699525e-09
3010,2.1233679769624363e-08,2.1233679386427416e-08,2.165907333017212e-08,1.804665756467624e-08
3011,2.7009121002136736e-08,2.7009120694772643e-08,2.76774669958923e-08,1.1380010957565617e-08
3012,2.1150304673824545e-08,2.1150304715117447e-08,2.1574725852809128e-08,1.952354968732286e-09
3013,2.611344690939337e-08,2.611344640347081e-08,2.674679652075008e-08,1.937402444444657e-08
3014,2.8185680096543444e-08,2.8185680850038292e-08,2.87404619250644e-08,2.6733249816992734e-08
3015,2.5051201289996306e-08,2.5051201752216134e-08,2.5547591103278268e-08,1.845100415681337e-08
3016,2.4522367701886934e-08,2.4522368269257706e-08,2.50108708154717e-08,2.31368669669113e-08
3017,2.2418703071873507e-08,2.2418703837384026e-08,2.2865498935872618e-08,3.4146065039212653e-08
3018,2.5332592902281778e-08,2.5332592412580228e-08,2.5935744244736382e-08,1.9330889346261656e-08
3019,2.1721278453581947e-08,2.1721277440552638e-08,2.2153828726385405e-08,4.663764664830615e-08
3020,2.1565662518300318e-08,2.156566263089532e-08,2.199714270858749e-08,5.221031369911286e-09
3021,2.1420849414538085e-08,2.1420850504225653e-08,2.1851159987675862e-08,5.08704156057263e-08
3022,2.8217248269821158e-08,2.821724741016214e-08,2.8997094518647335e-08,3.0465728290339365e-08
3023,4.934093678920724e-08,4.934093635778007e-08,5.1378698708883266e-08,8.743797756516833e-09
3024,2.4762397444944744e-08,2.4762397195454068e-08,2.5342045108391965e-08,1.0075384525263571e-08
3025,2.199570810147374e-08,2.1995708327118973e-08,2.243815740429987e-08,1.025860269831664e-08
3026,2.1584672036807988e-08,2.1584671924431806e-08,2.2014052610104353e-08,5.2062955539316245e-09
3027,2.288371762286284e-08,2.288371741358956e-08,2.3385242551957087e-08,9.145073533212323e-09
3028,2.42178885764547e-08,2.421788855420942e-08,2.477610313712535e-08,9.185475487005232e-10
3029,2.394972766955994e-08,2.3949727929944888e-08,2.4487297994961337e-08,1.0872146433423407e-08
3030,2.409484825537286e-08,2.4094847587868817e-08,2.462386768326525e-08,2.770318516613464e-08
3031,2.15481731851542e-08,2.1548173077475636e-08,2.197179232494131e-08,4.9971087051035504e-09
3032,2.2569083639814647e-08,2.2569083745480793e-08,2.3032908069460933e-08,4.681897903364961e-09
3033,2.1807523910222514e-08,2.1807524161861124e-08,2.224956601405461e-08,1.1539072818934728e-08
3034,2.2126974284272716e-08,2.212697468164535e-08,2.2572459458427442e-08,1.7958742154431427e-08
3035,2.3339522758412084e-08,2.333952304023869e-08,2.381348138121269e-08,1.2075079896804265e-08
3036,2.3740727803944172e-08,2.3740727631760655e-08,2.4221794521593556e-08,7.252663814992903e-09
3037,2.2732066615244657e-08,2.273206663278417e-08,2.3216621137279123e-08,7.715758901666147e-10
3038,2.279054764557303e-08,2.2790547647380945e-08,2.3260850696670402e-08,7.932743667551632e-11
3039,2.4813556937394406e-08,2.4813556923417853e-08,2.53305353453281e-08,5.632627844616026e-10
3040,2.300706026324405e-08,2.3007060004703737e-08,2.3484006308431476e-08,1.1237433649052653e-08
3041,2.2656335516792286e-08,2.265633530414408e-08,2.3135625906708184e-08,9.385816470384474e-09
3042,2.7457704587815357e-08,2.7457703646959128e-08,2.809260123622049e-08,3.426565487913072e-08
3043,2.32262940868985e-08,2.3226293769348273e-08,2.3710221790788268e-08,1.3672014374915071e-08
3044,2.273880021569465e-08,2.273880066521487e-08,2.31969427434591e-08,1.976886231996383e-08
3045,2.2579064178946494e-08,2.2579063572054444e-08,2.305342669948319e-08,2.687852979170887e-08
3046,2.4029238651367396e-08,2.4029238484133456e-08,2.456241326724352e-08,6.959602109801714e-09
3047,2.3428265921235384e-08,2.342826625423457e-08,2.3919126243877277e-08,1.4213564966474961e-08
3048,2.4145069148759464e-08,2.414506912206797e-08,2.4670099538622114e-08,1.105463547025481e-09
3049,2.3668063657025664e-08,2.3668063604529506e-08,2.4167001343077154e-08,2.2180165673273323e-09
3050,2.3967239208975878e-08,2.3967239973755785e-08,2.4475923795546518e-08,3.190938580848178e-08
3051,3.2258559250243906e-08,3.225855940152578e-08,3.326246122286625e-08,4.689666057517304e-09
3052,2.175649169211495e-08,2.175649166326391e-08,2.2189530087343392e-08,1.3260888330535028e-09
3053,2.113046716232341e-08,2.1130466819717896e-08,2.155522062605493e-08,1.6213816359077188e-08
