node,x,y,active_lower_bound,d_compatible,d_lb,bound_margin,residual_Kd_minus_f
5773,0.275,0.375,True,0.012076828135171816,0.012076828135171816,0.0,1.044611053354935e-09
5774,0.2875,0.375,False,0.01212849542009872,0.012119020766825073,9.474653273645883e-06,-1.0587911840678754e-22
5775,0.30000000000000004,0.375,True,0.012190125922358235,0.012190125922358235,0.0,9.009179851101232e-10
5776,0.3125,0.375,False,0.012231410929274272,0.012213903158650124,1.7507770624147767e-05,0.0
5777,0.32499999999999996,0.375,True,0.012278396385828463,0.012278396385828463,0.0,3.6520743780467547e-10
5778,0.3375,0.375,False,0.012318629964269594,0.012297722187368253,2.09077769013407e-05,-5.823351512373315e-22
5779,0.35,0.375,False,0.01236299731631844,0.012351654043424042,1.1343272894398515e-05,1.0587911840678754e-22
5780,0.36250000000000004,0.375,False,0.012414322351522497,0.012369018218900176,4.5304132622320595e-05,3.1763735522036263e-22
5781,0.375,0.375,False,0.012483888316931695,0.012474756989440283,9.13132749141149e-06,5.293955920339377e-23
5782,0.38749999999999996,0.375,False,0.012549707195420593,0.012527023049196846,2.2684146223746898e-05,2.117582368135751e-22
5783,0.4,0.375,False,0.012628286658460199,0.012588627482073372,3.96591763868262e-05,1.0587911840678754e-22
5784,0.4125,0.375,True,0.012741626890656329,0.012741626890656329,0.0,2.0137948642579458e-09
5785,0.42500000000000004,0.375,False,0.012822720736666883,0.012747443586618779,7.527715004810448e-05,4.235164736271502e-22
5786,0.4375,0.375,False,0.012956112970329125,0.012866463021689329,8.964994863979586e-05,5.293955920339377e-23
5787,0.44999999999999996,0.375,False,0.013083517736066065,0.013051333175906165,3.218456015990044e-05,-1.5881867761018131e-22
5788,0.4625,0.375,False,0.013220493364444787,0.013044231278702703,0.00017626208574208352,0.0
5789,0.475,0.375,False,0.013389784160131622,0.01323300625028756,0.0001567779098440615,-2.117582368135751e-22
5790,0.48750000000000004,0.375,False,0.013479358865927582,0.013382862104038424,9.64967618891574e-05,1.0587911840678754e-22
5791,0.5,0.375,False,0.013501500372905853,0.01342562600561346,7.587436729239276e-05,-2.6469779601696886e-23
5792,-0.5,0.38749999999999996,False,0.0003436836888060674,0.0003064955538678924,3.718813493817501e-05,-5.790264287871194e-24
5793,-0.4875,0.38749999999999996,False,0.0003331526730473068,0.00031015574146727744,2.299693158002938e-05,1.1580528575742387e-23
5794,-0.475,0.38749999999999996,False,0.0003200287806332106,0.00031226336631040363,7.765414322806984e-06,-6.617444900424222e-24
5795,-0.4625,0.38749999999999996,True,0.00030946012564146783,0.00030946012564146783,0.0,2.6354608261847875e-09
5796,-0.45,0.38749999999999996,True,0.00023656122424014632,0.00023656122424014632,0.0,4.6344393495856493e-10
5797,-0.4375,0.38749999999999996,False,0.00016261015478315926,0.0001202742917587964,4.2335863024362864e-05,-7.444625512977249e-24
5798,-0.425,0.38749999999999996,False,0.00011897590592563065,0.000102698021642803,1.6277884282827647e-05,4.1359030627651384e-25
5799,-0.4125,0.38749999999999996,False,9.032348026654094e-05,8.581361186648926e-05,4.509868400051677e-06,2.0679515313825692e-24
5800,-0.4,0.38749999999999996,True,7.637852374135053e-05,7.637852374135053e-05,0.0,1.1514095910452557e-09
5801,-0.3875,0.38749999999999996,True,4.757730180625647e-05,4.757730180625647e-05,0.0,1.1362440967610799e-10
5802,-0.375,0.38749999999999996,False,3.2539838407975954e-05,2.6998636061260256e-05,5.541202346715697e-06,3.101927297073854e-25
5803,-0.3625,0.38749999999999996,False,2.879347381894909e-05,2.733343890047885e-05,1.4600349184702382e-06,0.0
5804,-0.35,0.38749999999999996,True,3.362775196259874e-05,3.362775196259874e-05,0.0,2.626217076989696e-10
5805,-0.3375,0.38749999999999996,True,4.041470357455608e-05,4.041470357455608e-05,0.0,2.497533051438155e-10
5806,-0.325,0.38749999999999996,False,5.17740679916224e-05,4.0426769651713925e-05,1.1347298339908474e-05,-6.203854594147708e-25
5807,-0.3125,0.38749999999999996,False,8.05403374582757e-05,7.755607676175524e-05,2.9842606965204663e-06,-4.1359030627651384e-25
5808,-0.3,0.38749999999999996,True,0.00012300411312072618,0.00012300411312072618,0.0,8.358135666452208e-10
5809,-0.2875,0.38749999999999996,False,0.00015625506433044814,0.0001354239502723179,2.0831114058130254e-05,4.1359030627651384e-24
5810,-0.275,0.38749999999999996,False,0.00021553375551502195,0.00020546121583583,1.0072539679191955e-05,4.1359030627651384e-24
5811,-0.2625,0.38749999999999996,True,0.0002986415340278254,0.0002986415340278254,0.0,1.5588615842054625e-09
5812,-0.25,0.38749999999999996,False,0.00036294715824818275,0.0003431739660631028,1.9773192185079972e-05,-1.6543612251060553e-24
5813,-0.2375,0.38749999999999996,False,0.0004634848804223216,0.0004448474311529271,1.8637449269394478e-05,3.308722450212111e-24
5814,-0.22499999999999998,0.38749999999999996,True,0.000603167690036831,0.000603167690036831,0.0,3.0291661870392943e-09
5815,-0.21250000000000002,0.38749999999999996,False,0.0007012110700370404,0.0006632962321757993,3.791483786124111e-05,2.3161057151484775e-23
5816,-0.2,0.38749999999999996,False,0.000855736366558241,0.0008361095812439238,1.9626785314317175e-05,-9.926167350636332e-24
5817,-0.1875,0.38749999999999996,True,0.0010618046587230461,0.0010618046587230461,0.0,3.896478149907005e-09
5818,-0.175,0.38749999999999996,False,0.0012038156728533377,0.0011131282563389884,9.068741651434937e-05,2.6469779601696886e-23
5819,-0.16249999999999998,0.38749999999999996,False,0.0014221164917172667,0.00140677211709653,1.5344374620736593e-05,-6.617444900424222e-24
5820,-0.15000000000000002,0.38749999999999996,False,0.0016561683298724139,0.0016143042133964138,4.186411647600003e-05,-1.9852334701272664e-23
5821,-0.1375,0.38749999999999996,False,0.001917359239069225,0.0017660790571015533,0.00015128018196767156,-1.9852334701272664e-23
5822,-0.125,0.38749999999999996,True,0.002315010902441422,0.002315010902441422,0.0,1.1250750900026312e-08
5823,-0.11249999999999999,0.38749999999999996,False,0.0025101280105586446,0.002351150079358599,0.0001589779312000457,0.0
5824,-0.09999999999999998,0.38749999999999996,False,0.002840550621922658,0.0028365700666062007,3.9805553164575305e-06,-5.293955920339377e-23
5825,-0.08750000000000002,0.38749999999999996,False,0.003152787572094944,0.003018085268553828,0.00013470230354111629,6.617444900424221e-23
5826,-0.07500000000000001,0.38749999999999996,False,0.003528332542159278,0.003507883329899574,2.0449212259703812e-05,0.0
5827,-0.0625,0.38749999999999996,False,0.0038948009697142615,0.003785571795876596,0.00010922917383766537,-7.940933880509066e-23
5828,-0.04999999999999999,0.38749999999999996,False,0.004314791748847585,0.004305274386241446,9.517362606138377e-06,7.940933880509066e-23
5829,-0.03749999999999998,0.38749999999999996,False,0.004740179208293898,0.00470218665539119,3.7992552902708573e-05,2.3822801641527197e-22
5830,-0.025000000000000022,0.38749999999999996,False,0.00519277708903978,0.005101372848050567,9.140424098921275e-05,-1.3234889800848443e-22
5831,-0.012500000000000011,0.38749999999999996,True,0.0056698246126869155,0.0056698246126869155,0.0,1.4602350683182298e-09
5832,0.0,0.38749999999999996,False,0.006134463859153638,0.005907770645283104,0.0002266932138705333,7.940933880509066e-23
5833,0.012499999999999956,0.38749999999999996,True,0.006647842470387073,0.006647842470387073,0.0,6.1214374031759065e-09
5834,0.025000000000000022,0.38749999999999996,False,0.007034006297263685,0.00680238998276629,0.00023161631449739473,-5.293955920339377e-23
5835,0.03749999999999998,0.38749999999999996,False,0.007453941229031059,0.007392813380794309,6.112784823675017e-05,2.117582368135751e-22
5836,0.050000000000000044,0.38749999999999996,False,0.00787104287877449,0.007811074646186779,5.9968232587711764e-05,-1.5881867761018131e-22
5837,0.0625,0.38749999999999996,False,0.00824955285205907,0.007866745642947048,0.00038280720911202173,-5.293955920339377e-23
5838,0.07499999999999996,0.38749999999999996,True,0.008773293369957264,0.008773293369957264,0.0,9.573917049319784e-09
5839,0.08750000000000002,0.38749999999999996,False,0.009057783847769433,0.008959047806906477,9.873604086295569e-05,-1.5881867761018131e-22
5840,0.09999999999999998,0.38749999999999996,False,0.009418410144668122,0.0092150728340702,0.000203337310597922,-5.293955920339377e-23
5841,0.11250000000000004,0.38749999999999996,True,0.009936939781818891,0.009936939781818891,0.0,1.5214967876080043e-08
5842,0.125,0.38749999999999996,False,0.010098418579142265,0.009996926933896328,0.00010149164524593697,1.5881867761018131e-22
5843,0.13749999999999996,0.38749999999999996,False,0.010352351078660803,0.010218932327758399,0.00013341875090240422,-5.293955920339377e-23
5844,0.15000000000000002,0.38749999999999996,True,0.01060946211706721,0.01060946211706721,0.0,4.5152179127217857e-10
5845,0.16249999999999998,0.38749999999999996,False,0.01082453408061704,0.01068841068067646,0.00013612339994057907,3.1763735522036263e-22
5846,0.17500000000000004,0.38749999999999996,False,0.011039868506660054,0.010986630302536422,5.323820412363178e-05,0.0
5847,0.1875,0.38749999999999996,False,0.011233567139437226,0.011146696971405617,8.687016803160877e-05,-4.235164736271502e-22
5848,0.19999999999999996,0.38749999999999996,False,0.011394044134460234,0.011289693950639446,0.00010435018382078803,-1.0587911840678754e-22
5849,0.21250000000000002,0.38749999999999996,False,0.011551269180747942,0.011539366197819137,1.1902982928805456e-05,1.5881867761018131e-22
5850,0.22499999999999998,0.38749999999999996,False,0.011674118860997614,0.011563114433732567,0.00011100442726504761,-3.1763735522036263e-22
5851,0.23750000000000004,0.38749999999999996,True,0.011831538950054734,0.011831538950054734,0.0,4.7202260058259235e-09
5852,0.25,0.38749999999999996,False,0.011884410494028629,0.011829910526800078,5.4499967228550245e-05,1.5881867761018131e-22
5853,0.26249999999999996,0.38749999999999996,False,0.011967317025568549,0.011923870548294767,4.3446477273782064e-05,1.5881867761018131e-22
5854,0.275,0.38749999999999996,False,0.012043499050094162,0.012030308041559343,1.3191008534819623e-05,-1.5881867761018131e-22
5855,0.2875,0.38749999999999996,False,0.012109082072092518,0.012079850647428081,2.923142466443665e-05,2.6469779601696886e-22
5856,0.30000000000000004,0.38749999999999996,True,0.012180091216994222,0.012180091216994222,0.0,7.78693107575098e-10
5857,0.3125,0.38749999999999996,False,0.012227244947683413,0.0121808065433256,4.64384043578122e-05,5.293955920339377e-23
5858,0.32499999999999996,0.38749999999999996,True,0.012297006480199947,0.012297006480199947,0.0,1.751953374261418e-09
5859,0.3375,0.38749999999999996,False,0.012336591586612388,0.012328780068583227,7.811518029161163e-06,5.293955920339377e-23
5860,0.35,0.38749999999999996,True,0.012401978983183664,0.012401978983183664,0.0,1.1307620234650052e-09
5861,0.36250000000000004,0.38749999999999996,False,0.012452577620895968,0.012430854897844717,2.1722723051250878e-05,-2.6469779601696886e-22
5862,0.375,0.38749999999999996,True,0.012550585854009283,0.012550585854009283,0.0,3.9341276816857084e-09
5863,0.38749999999999996,0.38749999999999996,False,0.012588713584180868,0.012543397583080474,4.531600110039419e-05,4.235164736271502e-22
5864,0.4,0.38749999999999996,False,0.012681995888513138,0.012661012263883989,2.098362462914921e-05,1.5881867761018131e-22
5865,0.4125,0.38749999999999996,False,0.01279108113428588,0.012779895775276216,1.1185359009664372e-05,-5.293955920339377e-22
5866,0.42500000000000004,0.38749999999999996,False,0.012904747079599816,0.012828852097359584,7.589498224023182e-05,-2.117582368135751e-22
5867,0.4375,0.38749999999999996,True,0.013079296699883967,0.013079296699883967,0.0,3.6394667166238275e-09
5868,0.44999999999999996,0.38749999999999996,True,0.013194611634909295,0.013194611634909295,0.0,2.7607694279643394e-10
5869,0.4625,0.38749999999999996,False,0.013357769893732522,0.013352718008389459,5.051885343063459e-06,-1.5881867761018131e-22
5870,0.475,0.38749999999999996,True,0.013598691403548276,0.013598691403548276,0.0,7.830398838596286e-09
5871,0.48750000000000004,0.38749999999999996,False,0.013624288401281227,0.013601704061927452,2.2584339353775087e-05,-5.293955920339377e-22
5872,0.5,0.38749999999999996,False,0.013637595607692135,0.013561465667044817,7.612994064731815e-05,5.293955920339377e-23
5873,-0.5,0.4,False,0.0003521929549059465,0.000322148040886457,3.0044914019489502e-05,-8.271806125530277e-25
5874,-0.4875,0.4,False,0.0003407898334817626,0.00031735103848037276,2.3438795001389835e-05,1.1580528575742387e-23
5875,-0.475,0.4,False,0.000323516909952567,0.00031496707516992154,8.549834782645464e-06,3.308722450212111e-24
5876,-0.4625,0.4,True,0.0002896567555469038,0.0002896567555469038,0.0,4.771550936508459e-10
5877,-0.45,0.4,False,0.00022726910163728585,0.00021423338714544703,1.3035714491838822e-05,-3.308722450212111e-24
5878,-0.4375,0.4,False,0.00016796808209502205,0.0001395083592235729,2.845972287144916e-05,3.308722450212111e-24
5879,-0.425,0.4,True,0.00013211846200605754,0.00013211846200605754,0.0,1.1743943054308885e-10
5880,-0.4125,0.4,True,0.00010853639422493512,0.00010853639422493512,0.0,9.169545770062931e-10
5881,-0.4,0.4,False,7.152880261724934e-05,6.448029598737397e-05,7.048506629875372e-06,6.203854594147708e-25
5882,-0.3875,0.4,False,4.5530996864159205e-05,4.068940907333188e-05,4.841587790827326e-06,-1.2407709188295415e-24
5883,-0.375,0.4,False,3.082934411248393e-05,2.586661500095063e-05,4.962729111533299e-06,4.1359030627651384e-25
5884,-0.3625,0.4,False,2.780233582678131e-05,2.7216183453950454e-05,5.861523728308555e-07,-2.0679515313825692e-25
5885,-0.35,0.4,True,3.359831785684051e-05,3.359831785684051e-05,0.0,2.7580139337355574e-10
5886,-0.3375,0.4,False,3.949058128158252e-05,3.94720598621831e-05,1.8521419399423252e-08,-5.169878828456423e-25
