frame_tag,actual_top_u2_mm,node,x,y,multiplier,d,d_lb,first_violating_frame,union_group_id
F4_segment_inc_001,0.0030100000234693242,2555,0.03749999999999998,-0.11249999999999999,-1.0711487535097092e-8,0.016668124455172014,0.016668124455172014,F4_segment_initial,1
F4_segment_inc_001,0.0030100000234693242,2628,-0.0625,-0.09999999999999998,-1.1288084934308815e-8,0.0050801012229331295,0.005080101222933129,F4_segment_initial,1
F4_segment_inc_001,0.0030100000234693242,2629,-0.04999999999999999,-0.09999999999999998,-1.2513762155061013e-8,0.00685667050406214,0.00685667050406214,F4_segment_initial,1
F4_segment_inc_001,0.0030100000234693242,2636,0.03749999999999998,-0.09999999999999998,-1.5911139882898854e-8,0.018109050309068335,0.018109050309068328,F4_segment_initial,1
F4_segment_inc_001,0.0030100000234693242,2719,0.0625,-0.08750000000000002,-1.2254464489197063e-8,0.018393000569017968,0.018393000569017964,F4_segment_initial,1
F4_segment_inc_001,0.0030100000234693242,2879,0.03749999999999998,-0.0625,-3.031954864424714e-8,0.023922967641050594,0.023922967641050594,F4_segment_initial,19
F4_segment_inc_001,0.0030100000234693242,3038,0,-0.03749999999999998,-5.634097465751671e-8,0.036051628420643675,0.03605162842064367,F4_segment_initial,22
F4_segment_inc_001,0.0030100000234693242,3043,0.0625,-0.03749999999999998,-1.4060027814557863e-8,0.0205116234248728,0.0205116234248728,F4_segment_initial,23
F4_segment_inc_001,0.0030100000234693242,3204,0.050000000000000044,-0.012500000000000011,-1.4698828610744136e-8,0.02462557295106202,0.02462557295106202,F4_segment_initial,24
F4_segment_inc_001,0.0030100000234693242,3324,0.03749999999999998,0,-7.758115581282239e-8,0.031896825025799894,0.03189682502579989,F4_segment_initial,25
