element,integration_point,H_F3
1950,2,0.00011991155808636949
1950,3,0.00012641342237548932
1950,4,0.00011146014697425276
1951,1,0.00013749212774570506
1951,2,0.0001976855027787724
1951,3,0.00018217318674254086
1951,4,0.00014512900380655183
1952,1,0.00021026853034894336
1952,2,0.00022874222396433524
1952,3,0.00022568296007499503
1952,4,0.00019701077524765374
1953,1,0.00023647972538171075
1953,2,0.00025086738485426174
1953,3,0.0002618750486962944
1953,4,0.00023792129075282577
1954,1,0.00027717588040125483
1954,2,0.00031721707031817496
1954,3,0.0003227823479325764
1954,4,0.00028916627817829164
1955,1,0.00033917005242697007
1955,2,0.00037780317150387324
1955,3,0.0004011950935983669
1955,4,0.00038752643095110354
1956,1,0.00040856378511809036
1956,2,0.0004523194758222703
1956,3,0.0004856418546695222
1956,4,0.0004224493824666365
1957,1,0.0005441300774715061
1957,2,0.0005646357807181047
1957,3,0.0005680405998093694
1957,4,0.0005127133443241364
1958,1,0.0005804631084280061
1958,2,0.0006164453440753484
1958,3,0.0006303834145196458
1958,4,0.0005915257207496919
1959,1,0.0006485819620409955
1959,2,0.0007018402910785057
1959,3,0.0007148261078522166
1959,4,0.0006615966564121165
1960,1,0.0007372969613442303
1960,2,0.0007861403032247375
1960,3,0.0008150013527817321
1960,4,0.000780662280327481
1961,1,0.0008153775971805623
1961,2,0.0008667205753159753
1961,3,0.0008764787656030062
1961,4,0.000847024315151271
1962,1,0.0009235716742508359
1962,2,0.000958874082337369
1962,3,0.000948803559663083
1962,4,0.0009032916115453835
1963,1,0.0009755380832531138
1963,2,0.001007080616977334
1963,3,0.0010129333044478145
1963,4,0.0009979893189022318
1964,1,0.0010276807920922475
1964,2,0.0010635644308145031
1964,3,0.001067658605472493
1964,4,0.0010319421308284057
1965,1,0.0010808230260324053
1965,2,0.0011096369764236928
1965,3,0.0011265256569789521
1965,4,0.001107276060393176
1966,1,0.0011236168451205031
1966,2,0.0011454394362880626
1966,3,0.0011530195669217378
1966,4,0.001139926857137678
1967,1,0.00115641677065466
1967,2,0.0011716765126026545
1967,3,0.001172354232091013
1967,4,0.0011593405407745937
1968,1,0.0011799366450268212
1968,2,0.0011892761624348854
1968,3,0.0011896708378540371
1968,4,0.0011801313890892695
1969,1,0.0011950684453590462
1969,2,0.0011992125322350879
1969,3,0.001203751784867473
1969,4,0.0011950001090198135
1970,1,0.001202874693853151
1970,2,0.00120288178501874
1970,3,0.0012095515447571987
1970,4,0.0012068133580497087
1971,1,0.0012048124266744048
1971,2,0.0012016440359298019
1971,3,0.0012042604735639038
1971,4,0.0012047076827866757
1972,1,0.0012021866358092553
1972,2,0.001196712245263006
1972,3,0.0011967012141113518
1972,4,0.0012021896240092338
1973,1,0.0011961262547637121
1973,2,0.0011890029084188714
1973,3,0.001189120999812956
1973,4,0.0011962667207573714
1974,1,0.0011875278642418832
1974,2,0.0011793889618740435
1974,3,0.001179634491743354
1974,4,0.0011878026428583874
1975,1,0.0011772558730271747
1975,2,0.0011685981692916472
1975,3,0.0011689543290948703
1975,4,0.0011776458957101668
1976,1,0.0011659817716021318
1976,2,0.00115716899995044
1976,3,0.0011576123281440277
1976,4,0.001166461332191196
1977,1,0.001154214818544711
1977,2,0.001145529660295777
1977,3,0.0011460329538220643
1977,4,0.0011547546730241737
1978,1,0.0011423559150662995
1978,2,0.0011339894624948863
1978,3,0.0011345274047274902
1978,4,0.0011429292102241452
1979,1,0.0011306823352851521
1979,2,0.0011227588592271568
1979,3,0.0011233096171734912
1979,4,0.0011312661580357094
1980,1,0.0011193679909407624
1980,2,0.0011119310413947544
1980,3,0.0011124794602633261
1980,4,0.0011199466924984869
1981,1,0.0011085138510917246
1981,2,0.0011016355660271651
1981,3,0.001102164523411701
1981,4,0.0011090698350063287
1982,1,0.0010982311178826317
1982,2,0.0010919282358217103
1982,3,0.001092427005873685
1982,4,0.0010987535722478744
1983,1,0.0010914329054599874
1983,2,0.0010827236693585543
1983,3,0.0010831927974436287
1983,4,0.0010890278819782966
1984,1,0.001079337938488663
1984,2,0.0010740125697758095
1984,3,0.0010744459228002078
1984,4,0.0010797893125494384
1985,1,0.0010706320990989165
1985,2,0.001065738140210776
1985,3,0.001066136167134379
1985,4,0.0010710457515272817
1986,1,0.0010623594281679166
1986,2,0.0010578523984477622
1986,3,0.001058215597575851
1986,4,0.0010627361688653446
1987,1,0.0010544591860975555
1987,2,0.0010502759676327563
1987,3,0.001050607345045822
1987,4,0.0010548023789423908
1988,1,0.00104683903621572
1988,2,0.0010429102473522914
1988,3,0.001043213776937963
1988,4,0.0010471530025368296
1989,1,0.0010394185957591068
1989,2,0.0010357038469458496
1989,3,0.0010359813858727578
1989,4,0.0010397054203251537
1990,1,0.001032121341627693
1990,2,0.0010285231757961694
1990,3,0.0010287810194286179
1990,4,0.0010323876923758694
1991,1,0.0010248289200793102
1991,2,0.0010267333266671575
1991,3,0.0010215497316780036
1991,4,0.0010250763129915756
1992,1,0.001017510462378206
1992,2,0.0010140359937612453
1992,3,0.0010142581833345638
1992,4,0.0010177400829597485
1993,1,0.0010126483984947204
1993,2,0.0010121114776448044
1993,3,0.0010068310436170342
1993,4,0.001010334046086709
1994,1,0.0010107601337204137
1994,2,0.0009990174723286708
1994,3,0.000999210121941377
1994,4,0.0010027823826000506
1995,1,0.0009949902446673643
1995,2,0.0009911597194791845
1995,3,0.0009913322483473712
1995,4,0.0009950389988471935
1996,1,0.0009868679456007455
1996,2,0.0009829568667823199
1996,3,0.000983119213815187
1996,4,0.000987038113656208
1997,1,0.0009807295073698836
1997,2,0.00097933900562395
1997,3,0.0009746860756489419
1997,4,0.0009787558102850977
1998,1,0.0009777564093651678
1998,2,0.0009886353279412725
1998,3,0.0009661431398242204
1998,4,0.0009703650337566781
1999,1,0.0009643545697344337
1999,2,0.0009657830729525731
1999,3,0.0009574233184225383
1999,4,0.0009619304020156386
2000,1,0.000964511199948349
2000,2,0.0009611184609914214
2000,3,0.0009486937378434645
2000,4,0.0009534292730577658
2001,1,1.0270256970897145e-05
2001,2,9.868568815211407e-06
2001,3,9.317479715152297e-06
2001,4,1.0227702078287087e-05
2002,1,1.0017421504166235e-05
2002,2,9.928259765953836e-06
2002,3,9.806150585370114e-06
2002,4,9.432188850240425e-06
2003,1,9.682979660637741e-06
2003,2,9.143433431626612e-06
2003,3,9.232438028983474e-06
2003,4,9.612239780072805e-06
2004,1,8.822864102327177e-06
2004,2,8.64791703821035e-06
2004,3,8.011701674539196e-06
2004,4,8.987377829994209e-06
2005,1,8.57480051330747e-06
2005,2,8.586406521197522e-06
2005,3,8.591354244935018e-06
2005,4,8.005617241710623e-06
2006,1,8.601167213272279e-06
2006,2,8.616570781452839e-06
2006,3,8.401076653157342e-06
2006,4,8.601629152278533e-06
2007,1,8.617186656901596e-06
2007,2,8.601080264584524e-06
2007,3,8.536343367507053e-06
2007,4,8.459021886277534e-06
2008,1,8.656376492766513e-06
2008,2,8.485201820632102e-06
2008,3,8.37746198525033e-06
2008,4,8.464960472390385e-06
2009,1,8.703993788566612e-06
2009,2,8.602289776577276e-06
2009,3,8.19820710894639e-06
2009,4,8.31099611826916e-06
2010,1,8.652528281658403e-06
2010,2,8.614266624687412e-06
2010,3,8.198809398672826e-06
2010,4,8.248038534249008e-06
2011,1,8.478636508332412e-06
2011,2,8.497755792025249e-06
2011,3,8.073994502252783e-06
2011,4,8.065692750295872e-06
2012,1,8.168370022883719e-06
2012,2,8.239466477241719e-06
2012,3,7.829909005975833e-06
2012,4,8.12535796353758e-06
2013,1,7.718676732103589e-06
2013,2,7.837353536233517e-06
2013,3,7.40553086062164e-06
2013,4,7.5928409305181915e-06
2014,1,7.138629208171286e-06
2014,2,7.302229733140715e-06
2014,3,7.137379986846191e-06
2014,4,7.106724868191925e-06
2015,1,6.611848201611856e-06
2015,2,6.660190624399508e-06
2015,3,6.2655175829155605e-06
2015,4,6.912582315106996e-06
2016,1,5.698144500302788e-06
2016,2,5.955890397620418e-06
2016,3,5.542476683483434e-06
2016,4,5.6849577956354535e-06
2017,1,4.939533099180145e-06
2017,2,5.2564695352592096e-06
2017,3,5.232479476270177e-06
2017,4,5.094871547508731e-06
2018,1,5.0072098492782755e-06
2018,2,4.727496653516466e-06
2018,3,5.375842162860631e-06
2018,4,5.318155865930262e-06
2019,1,4.745191661992652e-06
2019,2,4.9090377668118285e-06
2019,3,4.54862683661928e-06
2019,4,4.9818576237610725e-06
2020,1,4.932191413938643e-06
2020,2,4.961730222928243e-06
2020,3,4.8510127427424604e-06
2020,4,4.671997938076424e-06
2021,1,4.972604914425068e-06
2021,2,4.994272018207635e-06
2021,3,5.045826666832671e-06
2021,4,5.013660105822662e-06
2022,1,5.284379018242026e-06
2022,2,6.475433622463375e-06
2022,3,6.604901703038778e-06
2022,4,5.401192359023948e-06
2023,1,1.044596758007076e-05
2023,2,1.5602032644513375e-05
2023,3,1.1531290502441096e-05
2023,4,8.926070948226568e-06
2024,1,1.5094505892425758e-05
2024,2,1.4783879789378886e-05
2024,3,1.4506150954560209e-05
2024,4,1.3651058896991883e-05
2025,1,1.733953493608656e-05
2025,2,2.4129469882333305e-05
2025,3,2.350433240479152e-05
2025,4,1.8379247336504815e-05
2026,1,2.9186600148259185e-05
2026,2,3.150606593662069e-05
2026,3,3.177346105088623e-05
2026,4,2.9322959000754372e-05
2027,1,3.6808227190750246e-05
2027,2,4.2670726713406014e-05
2027,3,4.546741970389337e-05
2027,4,3.947693333332977e-05
2028,1,5.210879460547649e-05
2028,2,6.788432418782314e-05
2028,3,6.389130193204748e-05
2028,4,5.5796570836809834e-05
2029,1,7.214007893201155e-05
2029,2,8.270616168494808e-05
2029,3,8.786801063058641e-05
2029,4,7.70689604003675e-05
2030,1,9.782624682586459e-05
2030,2,0.00013019078579271705
2030,3,0.00013484190348515948
2030,4,0.00010422421409663353
2031,1,0.00013951383997005485
2031,2,0.00016656440053067534
2031,3,0.0001565152119671968
2031,4,0.00014511366155303093
2032,1,0.00017844575944785975
2032,2,0.0002112418003933141
2032,3,0.00020299116574648302
2032,4,0.00017971455783577901
2033,1,0.00022850823088195566
2033,2,0.00024800512282795325
2033,3,0.0002695076723574087
2033,4,0.000229589303275985
2034,1,0.0002746650442459614
2034,2,0.0003092670548352031
2034,3,0.00032330476840214335
2034,4,0.00028821437420709214
2035,1,0.000406817239863344
2035,2,0.0004249594279460762
2035,3,0.0004167324981549685
2035,4,0.00036894631673946076
2036,1,0.00043784872177317444
2036,2,0.0004636735256952935
2036,3,0.0004785035021325275
2036,4,0.0004432349207459065
2037,1,0.0004966929016103419
2037,2,0.0005507628798941502
2037,3,0.0005662485422896087
2037,4,0.0005133227254422905
2038,1,0.0005844722701594049
2038,2,0.00064123373262398
2038,3,0.0006679039697940268
2038,4,0.0006439625571132493
2039,1,0.0006757523807697222
2039,2,0.0007346719349212629
2039,3,0.0007499794310157228
2039,4,0.0006945633027241379
2040,1,0.0008163681797861222
2040,2,0.0008471569671211642
2040,3,0.0008418888963184726
2040,4,0.0007873753157435536
2041,1,0.0008702583466298998
2041,2,0.0009132869957708029
2041,3,0.0009245250407681621
2041,4,0.0008904698002398573
2042,1,0.0009405737922757255
2042,2,0.0009920760376856423
2042,3,0.0010008387633987986
2042,4,0.0009495960736566702
2043,1,0.0010231066058971965
2043,2,0.001060429053590453
2043,3,0.001094404927580242
2043,4,0.001064640395240419
2044,1,0.0010802209621138634
2044,2,0.0011170692324009668
2044,3,0.0011212972339741342
2044,4,0.0011118713858024628
2045,1,0.0011361916960375435
2045,2,0.0011612111532392669
2045,3,0.0011720393176873167
2045,4,0.001135610468966336
2046,1,0.0011734418989624747
2046,2,0.0011933567213896887
2046,3,0.0012022450485916468
2046,4,0.0011753830863970322
2047,1,0.0012023136988844052
2047,2,0.0012146407473585205
2047,3,0.0012277434357843573
2047,4,0.0012104067914454038
2048,1,0.0012207388617221414
2048,2,0.0012265057379108918
2048,3,0.001228668115824104
2048,4,0.0012233052444178352
2049,1,0.0012301017556941081
2049,2,0.0012303238017366208
2049,3,0.0012302068396137461
2049,4,0.001229984578348117
2050,1,0.0012318351112510343
2050,2,0.0012278800042495373
2050,3,0.0012342027193393318
2050,4,0.0012317563397302913
2051,1,0.001227794935344233
2051,2,0.0012208556258825154
2051,3,0.0012221758053467535
2051,4,0.0012278579877735489
2052,1,0.0012195206393514093
2052,2,0.0012105224151745635
2052,3,0.0012107406197197149
2052,4,0.0012197705425168667
2053,1,0.0012082393176634134
2053,2,0.0011980056796865445
2053,3,0.0011983997307001373
2053,4,0.0012086753063737532
2054,1,0.0011950372826287404
2054,2,0.0011842157944422463
2054,3,0.0011847620351337462
2054,4,0.0011956322250250787
2055,1,0.0011807836240474382
2055,2,0.0011698641967431249
2055,3,0.0011705263197706946
2055,4,0.0011814976521244318
2056,1,0.0011661395510041963
2056,2,0.0011554751644533739
2056,3,0.0011562136860254037
2056,4,0.0011669300809586506
2057,1,0.0011515879098113375
2057,2,0.001141406464656741
2057,3,0.001142185256868882
2057,4,0.0011524165479311998
2058,1,0.0011374531422577317
2058,2,0.001127899402123082
2058,3,0.001128687208032674
2058,4,0.0011382871062845662
2059,1,0.0011239552432414292
2059,2,0.0011151270564836219
2059,3,0.0011158970711446147
2059,4,0.001124766766366235
2060,1,0.0011112362213597387
2060,2,0.0011031297991002237
2060,3,0.0011038667514606621
2060,4,0.001112009868836039
2061,1,0.0010993123871864028
2061,2,0.0010919341445269678
2061,3,0.0010926242342111745
2061,4,0.0011000343139487365
2062,1,0.0010881964580765923
2062,2,0.0010814933854857783
2062,3,0.0010821310956090223
2062,4,0.0010888615989134813
2063,1,0.001077855016165721
2063,2,0.0010718044412270369
2063,3,0.0010723841247812693
2063,4,0.0010784580297221805
2064,1,0.0010682384824513332
2064,2,0.001064554008805713
2064,3,0.0010632614869207143
2064,4,0.0010687841095408125
2065,1,0.0010629303471333808
2065,2,0.0010542166113570958
2065,3,0.0010546888106810269
2065,4,0.0010597079818728556
2066,1,0.0010507324007645715
2066,2,0.0010461292580642605
2066,3,0.0010465546878872555
2066,4,0.001051172447868559
2067,1,0.001042648045177558
2067,2,0.001038390070529883
2067,3,0.0010387719990837025
2067,4,0.001043042625358873
2068,1,0.0010354394511843824
2068,2,0.0010308617639049257
2068,3,0.0010312081858987363
2068,4,0.0010352356783464433
2069,1,0.0010272887132841454
2069,2,0.0010243096261882936
2069,3,0.0010237793017674037
2069,4,0.0010276132124207125
2070,1,0.0010197938458246154
2070,2,0.0010160469959062982
2070,3,0.0010163381508729405
2070,4,0.0010200942316019122
2071,1,0.0010122343417670117
2071,2,0.0010085044094758355
2071,3,0.0010087758664836537
2071,4,0.0010125144856019262
2072,1,0.0010056045603977029
2072,2,0.001009036684646388
2072,3,0.0010010589393421641
2072,4,0.001004809772953714
2073,1,0.0009966919310583965
2073,2,0.00099284246350145
2073,3,0.000993080680256279
2073,4,0.0009969383045676148
2074,1,0.0009885324060331636
2074,2,0.0009844865252569908
2074,3,0.0009847125313135914
2074,4,0.0009887667401953645
2075,1,0.000979979040291191
2075,2,0.0009757075169647317
2075,3,0.0009759183680838041
2075,4,0.0009801985575342662
2076,1,0.0009710208250551685
2076,2,0.0009664622122331085
2076,3,0.0009666549538227736
2076,4,0.0009712228309540423
2077,1,0.0009615971541230892
2077,2,0.0009566620007129442
2077,3,0.0009568319034282659
2077,4,0.000961777492359454
2078,1,0.0009516838010582782
2078,2,0.0009463912943246439
2078,3,0.0009465272066281745
2078,4,0.0009518313137946127
2079,1,0.0009414326849877277
2079,2,0.0009358206840527298
2079,3,0.0009359097660444241
2079,4,0.0009415351308335276
2080,1,0.0009309920438022234
2080,2,0.0009345031830835627
2080,3,0.0009260488750857708
2080,4,0.0009310367866783069
2081,1,8.25408803953161e-06
2081,2,8.450615768894732e-06
2081,3,7.4741775494216785e-06
2081,4,8.212581330848084e-06
2082,1,8.51481700822558e-06
2082,2,8.419802851021028e-06
2082,3,6.8748379044104265e-06
2082,4,7.4256652236077085e-06
2083,1,8.266303786961907e-06
2083,2,7.389195790034438e-06
2083,3,6.653476901921034e-06
2083,4,7.1456179802972554e-06
2084,1,7.415248300534401e-06
2084,2,7.4514750512569914e-06
2084,3,6.7767914045953174e-06
2084,4,7.178304659702847e-06
2085,1,7.656715832175915e-06
2085,2,8.07293414316114e-06
2085,3,7.069707738556178e-06
2085,4,7.3898468311265706e-06
2086,1,8.083241643118686e-06
2086,2,8.137614259975252e-06
2086,3,7.73656169504678e-06
2086,4,7.685889151100537e-06
2087,1,8.323865784651045e-06
2087,2,8.458483503602186e-06
2087,3,7.89176373472704e-06
2087,4,7.997358683709766e-06
2088,1,8.618658456687813e-06
2088,2,8.527117870391419e-06
2088,3,8.280268879887441e-06
2088,4,8.271568738901327e-06
2089,1,8.829757230162908e-06
2089,2,8.802674858449747e-06
2089,3,8.427944396502653e-06
2089,4,8.466889674529748e-06
2090,1,8.925083339080188e-06
2090,2,8.957603098706147e-06
2090,3,8.570763532588166e-06
2090,4,8.55020492798276e-06
2091,1,8.880651584556995e-06
2091,2,8.96733473255007e-06
2091,3,8.571430365780605e-06
2091,4,8.496809444795186e-06
2092,1,8.68009069574474e-06
2092,2,8.81505862589983e-06
2092,3,8.411870053092277e-06
2092,4,8.50328907102601e-06
2093,1,8.315498341666587e-06
2093,2,8.493061106969736e-06
2093,3,8.084148814055872e-06
2093,4,8.073675459766674e-06
2094,1,7.790214381568323e-06
2094,2,8.005415211316022e-06
2094,3,7.592327025534576e-06
2094,4,7.3894150103256485e-06
2095,1,7.200422942764749e-06
2095,2,7.369978285154068e-06
2095,3,7.484879671628027e-06
2095,4,7.359451376743589e-06
2096,1,6.338615617228639e-06
2096,2,6.621581752083722e-06
2096,3,6.415476585253639e-06
2096,4,6.939302884767694e-06
2097,1,5.495977903286396e-06
2097,2,5.816022229011342e-06
2097,3,5.868998675514171e-06
2097,4,6.115060145459353e-06
2098,1,5.590162801355251e-06
2098,2,5.2277922666818275e-06
2098,3,5.240155350101295e-06
2098,4,5.73411591456361e-06
2099,1,4.926674550624128e-06
2099,2,4.391866488885054e-06
2099,3,4.345875628212973e-06
2099,4,4.762899025138168e-06
2100,1,4.496495291256158e-06
2100,2,4.69401611263219e-06
2100,3,4.3588808848561195e-06
2100,4,4.191022026874547e-06
2101,1,4.800939960947096e-06
2101,2,5.18584083894988e-06
2101,3,5.3980612026921366e-06
2101,4,4.502477490428248e-06
2102,1,5.356853514251979e-06
2102,2,5.599309171263579e-06
2102,3,5.727973971548551e-06
2102,4,5.559043419442034e-06
2103,1,7.243126026375601e-06
2103,2,9.718733590848299e-06
2103,3,7.286921771006953e-06
2103,4,6.021088845311432e-06
2104,1,1.2484772468271062e-05
2104,2,1.3924993601482552e-05
2104,3,1.1141461887425287e-05
2104,4,9.359231886962719e-06
2105,1,1.3705661342006217e-05
2105,2,2.300982857641118e-05
2105,3,1.718453033180013e-05
2105,4,1.4656859440236572e-05
2106,1,2.781584015258045e-05
2106,2,3.026061619776907e-05
2106,3,2.6108036462122534e-05
2106,4,2.4382424028544012e-05
2107,1,3.671217026205464e-05
2107,2,4.656760787969195e-05
2107,3,4.805111107097786e-05
2107,4,3.369641665421079e-05
2108,1,5.447748828894727e-05
2108,2,5.82355807798423e-05
2108,3,5.6075978531306596e-05
2108,4,5.378289697649188e-05
2109,1,6.470532253771108e-05
2109,2,7.419990619944568e-05
2109,3,7.920651167252966e-05
2109,4,6.949470999204607e-05
2110,1,8.975176242336338e-05
2110,2,0.00012821940940644806
2110,3,0.00010936543623106499
2110,4,9.618874807553031e-05
2111,1,0.00014298011276656777
2111,2,0.00015056711626454248
2111,3,0.00014776103761117253
2111,4,0.00013021388809280403
2112,1,0.00016207706172590499
2112,2,0.00018455051269711226
2112,3,0.0001955940327415128
2112,4,0.00017265347846539414
2113,1,0.0002115657142872704
2113,2,0.0002874223704153946
2113,3,0.00027473061133460186
2113,4,0.00022448922275930023
2114,1,0.0002991420414561328
2114,2,0.00032977741272801757
2114,3,0.00032275931774682575
2114,4,0.0003002767386473731
2115,1,0.0003431967765769381
2115,2,0.0003964816715858016
2115,3,0.00040234222865078145
2115,4,0.0003583073005174104
2116,1,0.00043179168292998416
2116,2,0.000472063341458569
2116,3,0.000501878113489979
2116,4,0.0004398884042291414
2117,1,0.0005101631909172486
2117,2,0.0005680040259477477
2117,3,0.0005880075560351463
2117,4,0.0005298122593212707
2118,1,0.0006740417018384617
2118,2,0.000705694856581225
2118,3,0.0007033568570548977
2118,4,0.0006427368971515432
2119,1,0.000727099175894172
2119,2,0.0007725383399288609
2119,3,0.0007907422174457349
2119,4,0.0007304642398982977
2120,1,0.000807681132350565
2120,2,0.0008735480423660622
2120,3,0.0008894967566494889
2120,4,0.0008238228583225773
2121,1,0.0009233522417408814
2121,2,0.0009677217548662667
2121,3,0.0010132042391306157
2121,4,0.0009762508573179452
2122,1,0.0009953500867939387
2122,2,0.001051362034158663
2122,3,0.0010611981391491201
2122,4,0.0010309862129349525
2123,1,0.0010816563721152241
2123,2,0.0011216381619155416
2123,3,0.001128456236659719
2123,4,0.001081482385101807
2124,1,0.0011400795056581657
2124,2,0.0011774272749455969
2124,3,0.0011864435866742497
2124,4,0.0011501613161773333
2125,1,0.0011914648575150014
2125,2,0.0012184874630564288
2125,3,0.001237167602171275
2125,4,0.0012167829972623031
2126,1,0.0012284898468986425
2126,2,0.0012455522952215944
2126,3,0.0012465438970070816
2126,4,0.0012350079426697064
2127,1,0.0012519741175080368
2127,2,0.0012602574709347394
2127,3,0.0012731209224094368
2127,4,0.0012522241510983573
2128,1,0.001263640052692925
2128,2,0.0012645800183149318
2128,3,0.001271393751554773
2128,4,0.0012831567319902641
2129,1,0.0012655339839109188
2129,2,0.0012609488778379124
2129,3,0.0012608745542444936
2129,4,0.0012727122423474002
2130,1,0.0012600612032513062
2130,2,0.0012514860816694087
2130,3,0.0012545390812139009
2130,4,0.0012601791561096412
2131,1,0.0012491505022437074
2131,2,0.0012378304087686835
2131,3,0.0012381694303888625
2131,4,0.0012495339196438905
2132,1,0.0012344453259549098
2132,2,0.0012215575597810829
2132,3,0.0012221468183930212
2132,4,0.0012350946459429074
2133,1,0.0012174776205024576
2133,2,0.0012039293492690797
2133,3,0.0012053370244829147
2133,4,0.0012183506138872468
2134,1,0.0011994148820875853
2134,2,0.001185823449224965
2134,3,0.0011867882658455578
2134,4,0.001200454419190956
2135,1,0.001181075862977141
2135,2,0.0011679113186838144
2135,3,0.0011689780538522725
2135,4,0.0011822170382553801
2136,1,0.0011630917504306035
2136,2,0.0011506609609039937
2136,3,0.0011517740354510318
2136,4,0.001164275403735353
2137,1,0.001145876052936542
2137,2,0.001134323422385713
2137,3,0.0011354398715489992
2137,4,0.0011470571663982718
2138,1,0.0011296495114255297
2138,2,0.0011190905381835647
2138,3,0.0011201718484344762
2138,4,0.0011307881868033401
2139,1,0.0011145712767316814
2139,2,0.0011049852719102683
2139,3,0.0011060098333530144
2139,4,0.0011156458305321222
2140,1,0.0011006591610286673
2140,2,0.0010956221675563341
2140,3,0.0010930239864438303
2140,4,0.0011016473878921046
2141,1,0.0010879483023758527
2141,2,0.0010802533921358056
2141,3,0.0010811175540385387
2141,4,0.0010888484211981153
2142,1,0.001076276870762716
2142,2,0.0010693559559948366
2142,3,0.001070138988409069
2142,4,0.0010770902899572227
2143,1,0.0010655358688530605
2143,2,0.0010593758863662187
2143,3,0.0010600721261747857
2143,4,0.0010662573530068476
2144,1,0.0010557047678554066
2144,2,0.0010501854102073025
2144,3,0.0010508020448547779
2144,4,0.0010563424683417662
2145,1,0.0010465944639188533
2145,2,0.0010415608813311207
2145,3,0.0010421100298793826
2145,4,0.0010471615345396714
2146,1,0.0010380232461054096
2146,2,0.0010334319607953855
2146,3,0.0010339169512382296
2146,4,0.0010385234560694307
2147,1,0.001029921623012046
2147,2,0.0010256738839323262
2147,3,0.0010261037271755398
2147,4,0.0010303645922413133
2148,1,0.001024240392429042
2148,2,0.0010181453863237757
2148,3,0.001018529435678988
2148,4,0.0010225454822021455
2149,1,0.0010145524545244562
2149,2,0.0010129568403057132
2149,3,0.0010110316408844231
2149,4,0.0010149108438974616
2150,1,0.0010088493617150935
2150,2,0.0010044698404189675
2150,3,0.0010035243889788732
2150,4,0.0010073191015078301
2151,1,0.001006131726380252
2151,2,0.0009954802293504303
2151,3,0.0009957783951763217
2151,4,0.0009996615707642442
2152,1,0.0009914314240252876
2152,2,0.0009874901116563876
2152,3,0.0009877676317806769
2152,4,0.000991717848943463
2153,1,0.0009832373162888038
2153,2,0.0009793458972964745
2153,3,0.000979343853830041
2153,4,0.0009835113573594021
2154,1,0.0009746569041491009
2154,2,0.0009701174198364453
2154,3,0.0009703707818125224
2154,4,0.0009748288746030586
2155,1,0.0009653356038405689
2155,2,0.000967281335077171
2155,3,0.0009607903101431525
2155,4,0.0009655843072215643
2156,1,0.0009606484130934034
2156,2,0.0009523352942252033
2156,3,0.0009505524601706634
2156,4,0.0009557435669738196
2157,1,0.0009481356196578098
2157,2,0.0009458177639237991
2157,3,0.0009430156253252592
2157,4,0.0009452584525153579
2158,1,0.0009391332104967264
2158,2,0.0009276777414250957
2158,3,0.0009278376371669706
2158,4,0.0009361348079236858
2159,1,0.0009219672908598353
2159,2,0.000917628197493072
2159,3,0.0009152329416620181
2159,4,0.0009220918355293674
2160,1,0.0009184610456902264
2160,2,0.0009112189378989664
2160,3,0.0009061506512407646
2160,4,0.0009115665028545764
2161,1,6.416130579902843e-06
2161,2,5.930675250397595e-06
2161,3,5.879280105224623e-06
2161,4,6.387104405248171e-06
2162,1,6.089496024637341e-06
2162,2,5.685199837915376e-06
2162,3,5.578274109216062e-06
2162,4,5.995910323893894e-06
2163,1,6.182926669287565e-06
2163,2,5.848760730983229e-06
2163,3,5.806641651038798e-06
2163,4,6.034611680718493e-06
2164,1,6.522728101435446e-06
2164,2,6.257741721046185e-06
2164,3,6.137936254585899e-06
2164,4,6.327639243778075e-06
2165,1,6.992667343242261e-06
2165,2,6.7841606145609084e-06
2165,3,6.673240661927929e-06
2165,4,6.7581440699758804e-06
2166,1,7.512249022118253e-06
2166,2,7.420747382040367e-06
2166,3,7.482524695443868e-06
2166,4,7.245397284959634e-06
2167,1,8.022680024289304e-06
2167,2,7.941457926611926e-06
2167,3,7.651101094603893e-06
2167,4,7.730174333588315e-06
2168,1,8.478064774786001e-06
2168,2,8.460572232790294e-06
2168,3,8.136331051431048e-06
2168,4,8.165888452831779e-06
2169,1,8.840719306119977e-06
2169,2,8.885077731404367e-06
2169,3,8.545847902726093e-06
2169,4,8.513872919078683e-06
2170,1,9.07905011255983e-06
2170,2,9.18183020097583e-06
2170,3,8.83144360053955e-06
2170,4,8.741367227280199e-06
2171,1,9.167188835407455e-06
2171,2,9.323621838356876e-06
2171,3,8.964702987390094e-06
2171,4,8.821286097170783e-06
2172,1,9.085897071125608e-06
2172,2,9.290168667463628e-06
2172,3,8.924465219371235e-06
2172,4,8.733509955253624e-06
2173,1,8.823632680617715e-06
2173,2,9.069311503286047e-06
2173,3,8.69711456824629e-06
2173,4,8.692573482123762e-06
2174,1,8.377199071622228e-06
2174,2,8.657658890230273e-06
2174,3,8.27891265327537e-06
2174,4,8.012390413638435e-06
2175,1,7.755569409367103e-06
2175,2,8.064613703041325e-06
2175,3,7.722749224184541e-06
2175,4,7.726502691068198e-06
2176,1,7.169665326151503e-06
2176,2,7.314728845468377e-06
2176,3,6.9232013620310045e-06
2176,4,7.52953670226181e-06
2177,1,6.097506215579382e-06
2177,2,6.451550409815688e-06
2177,3,6.059830812875483e-06
2177,4,6.2610470464689255e-06
2178,1,5.799697835138755e-06
2178,2,5.542397282413648e-06
2178,3,5.148567502564633e-06
2178,4,5.64610159367881e-06
