node,x,y,d_F3,d_D3D_A1,d_update
4431,-0.3,0.17500000000000004,6.775592300166513e-05,6.775592300166513e-05,0.0
4432,-0.2875,0.17500000000000004,6.222484660394886e-05,6.222484660394886e-05,0.0
4433,-0.275,0.17500000000000004,6.097308432635135e-05,6.097308432635135e-05,0.0
4434,-0.2625,0.17500000000000004,6.746426555618028e-05,6.746426555618028e-05,0.0
4435,-0.25,0.17500000000000004,7.323264838232201e-05,7.323264838232201e-05,0.0
4436,-0.2375,0.17500000000000004,8.742746639021516e-05,8.742746639021516e-05,0.0
4437,-0.22499999999999998,0.17500000000000004,0.00014503359807637925,0.00014503359807637925,0.0
4438,-0.21250000000000002,0.17500000000000004,0.0001735562903876285,0.0001735562903876285,0.0
4439,-0.2,0.17500000000000004,0.0002335896126397825,0.0002335896126397825,0.0
4440,-0.1875,0.17500000000000004,0.00036645741668623537,0.00036645741668623537,0.0
4441,-0.175,0.17500000000000004,0.0004656318205306873,0.0004656318205306873,0.0
4442,-0.16249999999999998,0.17500000000000004,0.0006378234498682464,0.0006378234498682464,0.0
4443,-0.15000000000000002,0.17500000000000004,0.0008581228168583209,0.0008581228168583209,0.0
4444,-0.1375,0.17500000000000004,0.0011397544219144578,0.0011397544219144578,0.0
4445,-0.125,0.17500000000000004,0.001504984275971596,0.001504984275971596,0.0
4446,-0.11249999999999999,0.17500000000000004,0.0019618307360408194,0.0019618307360408194,0.0
4447,-0.09999999999999998,0.17500000000000004,0.0027579785276877432,0.0027579785276877432,0.0
4448,-0.08750000000000002,0.17500000000000004,0.0031736431037587037,0.0031736431037587037,0.0
4449,-0.07500000000000001,0.17500000000000004,0.003974819711899586,0.003974819711899586,0.0
4450,-0.0625,0.17500000000000004,0.004906658572733339,0.004906658572733339,0.0
4451,-0.04999999999999999,0.17500000000000004,0.0058200328341556995,0.0058200328341556995,0.0
4452,-0.03749999999999998,0.17500000000000004,0.006703970902217338,0.006703970902217338,0.0
4453,-0.025000000000000022,0.17500000000000004,0.007676951917340181,0.007676951917340181,0.0
4454,-0.012500000000000011,0.17500000000000004,0.008762552057244449,0.008762552057244449,0.0
4455,0.0,0.17500000000000004,0.009672382224903513,0.009672382224903513,0.0
